Table Number,Players,Pages,Total KC,Average KC/Player
11,62251,2491,27100401,435.34081380218794
12,58382,2336,47363548,811.2697064163613
13,280134,11206,73855551,263.6436526805029
14,23638,946,738916,31.25966663846349
15,39051,1563,9259766,237.11981767432331
16,90116,3605,67154062,745.1957698965778
17,73144,2926,27320450,373.51594115716944
18,5072,203,458584,90.41482649842271
19,24412,977,4045290,165.70907750286744
20,38565,1543,6864681,178.00287825748737
21,62531,2502,22787399,364.41763285410434
22,48261,1931,12463025,258.24216240857004
23,47053,1883,6403729,136.0960831402886
24,119970,4799,49443856,412.1351671251146
25,166514,6661,67405195,404.8019686032406
26,120627,4826,50429025,418.057524434828
27,2420,97,255417,105.54421487603305
28,129746,5190,50233817,387.17044841459466
29,89461,3579,36991417,413.49210270397157
30,61065,2443,14732667,241.2620486366986
31,145602,5825,5731094,39.36136866251837
32,55849,2234,16874346,302.1423123063976
33,201652,8067,58217246,288.70155515442445
34,188452,7539,250480961,1329.149921465413
35,47852,1915,18917643,395.33651676001006
36,57118,2285,13435630,235.22584824398612
37,21626,866,78453,3.62771663738093
39,44853,1795,1124749,25.076338260539988
40,21655,867,4489492,207.31895636111753
41,29316,1173,7128963,243.17652476463365
42,158026,6322,4272733,27.03816460582436
43,5455,219,559003,102.47534372135655
44,6348,254,631433,99.46959672337744
45,13807,553,6402160,463.68943289635695
46,83248,3330,60070447,721.5842662886796
47,3130,126,26034,8.317571884984025
48,39527,1582,776829,19.65312318162269
49,49259,1971,14710019,298.62601758054365
50,16346,654,3609634,220.82674660467393
51,184676,7388,98897098,535.5167861552123
54,157642,6306,178326037,1131.2089227490135
