Table Number,Players,Pages,Total KC,Average KC/Player
11,83356,3335,36360587,436.2083953164739
12,78594,3144,71159409,905.4051072600962
13,349535,13982,93925038,268.7142575135537
14,38407,1537,1222715,31.83573306949254
15,48958,1959,11808577,241.19810858286695
16,116884,4676,87211369,746.1360750829882
17,99245,3970,37079952,373.6203536702101
18,11901,477,1317850,110.73439206789345
19,33967,1359,5743261,169.08355168251538
20,47906,1917,8437116,176.1181480399115
21,80513,3221,28505467,354.0480046700533
22,61910,2477,16280678,262.973316104022
23,60476,2420,8196466,135.53254183477742
24,148758,5951,59967685,403.12242030680704
25,208340,8334,81800260,392.62868388211575
26,149864,5995,61156842,408.08227459563335
27,4944,198,509896,103.13430420711974
28,163606,6545,65191267,398.46501350806204
29,119982,4800,50532803,421.1698671467387
30,86264,3451,21348650,247.48040897709356
31,211260,8451,8987634,42.542999147969326
32,70909,2837,21152725,298.3080427026189
33,250542,10022,73201349,292.17196717516424
34,236822,9473,318673317,1345.6237891749922
35,63259,2531,25017501,395.4773391928421
36,75087,3004,18014421,239.9139797834512
37,35582,1424,143463,4.031898150750379
39,61910,2477,1569952,25.35861734776288
40,39435,1578,8932127,226.50252313934323
41,35989,1440,8822590,245.14685042651922
42,203498,8140,5564312,27.343325241525715
43,10310,413,1008818,97.84849660523763
44,19008,761,2304433,121.2349010942761
45,20929,838,9912297,473.61541401882556
46,106797,4272,77335665,724.1370544116407
47,4921,197,41824,8.499085551717132
48,50929,2038,995457,19.545975770189873
49,59597,2384,18461648,309.77478732150945
50,21546,862,4806906,223.09969367864105
51,250410,10017,157804537,630.1846451819017
54,201762,8071,230125688,1140.5799308095677
