Table Number,Players,Pages,Total KC,Average KC/Player
11,65328,2614,28419616,435.0296350722508
12,61206,2449,50415738,823.705813155573
13,292307,11693,77024658,263.50603304060456
14,25458,1019,798363,31.360004713646006
15,40446,1618,9605452,237.48830539484746
16,93852,3755,69843571,744.1884136725909
17,77309,3093,28726103,371.57514649005935
18,5495,220,499559,90.91155595996361
19,25572,1023,4246114,166.04544032535586
20,39828,1594,7088533,177.97863312242643
21,64962,2599,23581233,363.00041562759765
22,50063,2003,12936816,258.41072248966304
23,48949,1958,6648371,135.82240699503564
24,124559,4983,51100749,410.2533658748063
25,173316,6933,69720288,402.2726580350343
26,125340,5014,52113950,415.78067655975747
27,2637,106,279121,105.84793325748957
28,134731,5390,52161725,387.1545895154048
29,93250,3730,38482457,412.68050402144775
30,63920,2557,15391864,240.79887359198997
31,155753,6231,6145952,39.45960591449282
32,57946,2318,17461682,301.3440444551824
33,208736,8350,60202284,288.41351755327304
34,195678,7828,260110663,1329.279034945165
35,49894,1996,19671350,394.26283721489557
36,59418,2377,13991616,235.47773401999393
37,23479,940,86231,3.672686230248307
39,47083,1884,1182092,25.106556506594735
40,23999,960,5033344,209.73140547522814
41,30224,1209,7366505,243.73031365802012
42,164708,6589,4452032,27.0298467591131
43,5990,240,607306,101.38664440734557
44,7638,306,786319,102.9482848913328
45,14648,586,6824571,465.9046286182414
46,86632,3466,62496972,721.4074706805799
47,3287,132,27561,8.38484940675388
48,41033,1642,805429,19.62881095703458
49,50846,2034,15273913,300.39556700625417
50,17021,681,3769083,221.43722460489982
51,194912,7797,105416864,540.8433754720079
54,164799,6592,185630267,1126.4040861898434
