Table Number,Players,Pages,Total KC,Average KC/Player
11,80030,3202,34878197,435.8140322379108
12,75935,3038,67933941,894.6327912030025
13,340515,13621,90183591,264.8446940663407
14,35819,1433,1140190,31.831988609397246
15,47366,1895,11385849,240.38020943292656
16,112743,4510,83993019,744.9954232191799
17,96273,3851,35837806,372.2518878605632
18,11180,448,1220007,109.12406082289803
19,32532,1302,5486111,168.63737243329643
20,46426,1858,8196976,176.5600310171025
21,77601,3105,27590526,355.54343371863763
22,59958,2399,15678092,261.4845725341072
23,58319,2333,7918801,135.78423841286715
24,144908,5797,58581885,404.2695020288735
25,202712,8109,79883940,394.0760290461344
26,145993,5840,59723999,409.088100114389
27,4513,181,472983,104.80456459118103
28,158912,6357,62721429,394.69284257954087
29,114933,4598,48077722,418.3108593702418
30,82678,3308,20363942,246.30424054766686
31,201825,8073,8492895,42.080490523968784
32,68822,2753,20553099,298.6414082706111
33,243366,9735,70810311,290.96221740095166
34,229769,9191,308711025,1343.5712607009648
35,60855,2435,24006586,394.4883082737655
36,72211,2889,17242265,238.77615598731495
37,33807,1353,134663,3.983287484840418
39,59058,2363,1494749,25.309847946086897
40,36891,1476,8275398,224.32024070911604
41,35010,1401,8563382,244.59817195087118
42,197001,7881,5376465,27.29156197176664
43,9680,388,950873,98.23068181818182
44,17527,702,2087318,119.0915730016546
45,20014,801,9412470,470.29429399420405
46,103434,4138,74827203,723.4294622657927
47,4670,187,39358,8.427837259100642
48,49283,1972,962548,19.531035042509586
49,58205,2329,17945830,308.3211064341551
50,20679,828,4594853,222.1989941486532
51,241594,9664,145508123,602.2836784026093
54,197141,7886,223598497,1134.205959186572
