Table Number,Players,Pages,Total KC,Average KC/Player
11,74846,2994,32598178,435.5366753066296
12,71172,2847,62276502,875.0140785702242
13,326228,13050,85814205,263.04978420000737
14,31811,1273,1007381,31.667693565118984
15,45043,1802,10751890,238.70279510689787
16,106728,4270,79322181,743.21809646953
17,90892,3636,33647146,370.1882013818598
18,9629,386,1016990,105.61740575345311
19,29934,1198,5031624,168.0905993185007
20,43976,1760,7776957,176.84548390030926
21,73358,2935,26242406,357.730663322337
22,56362,2255,14723215,261.22591462332775
23,54964,2199,7463314,135.78549596099265
24,138515,5541,56224394,405.90834205681693
25,193387,7736,76648993,396.3502872478502
26,139513,5581,57329936,410.9289886963939
27,3705,149,387876,104.68987854251012
28,151200,6048,58923691,389.70695105820107
29,107486,4300,44488863,413.9037921217647
30,76356,3055,18558097,243.0470035098748
31,186767,7471,7686447,41.155273683252396
32,65341,2614,19498783,298.415742030272
33,232117,9285,67119289,289.1614530603101
34,218826,8754,292629334,1337.2694926562658
35,57161,2287,22505755,393.72570458879306
36,67677,2708,16064550,237.37089409991577
37,30331,1214,117575,3.8763970854900927
39,54531,2182,1376833,25.248629220076655
40,32057,1283,7057539,220.15594098012915
41,33191,1328,8104258,244.1703473833268
42,186449,7458,5068001,27.18170116224812
43,8381,336,833608,99.46402577258084
44,14722,589,1669451,113.39838337182448
45,18190,728,8498689,467.2176470588235
46,97951,3919,70686122,721.6477830752111
47,4160,167,34402,8.269711538461538
48,46443,1858,907359,19.537045410503197
49,55883,2236,17016083,304.4948016391389
50,19334,774,4287840,221.77718009723802
51,226846,9074,127864188,563.660756636661
54,186407,7457,209496697,1123.867113359477
