Table Number,Players,Pages,Total KC,Average KC/Player
11,73073,2923,31791595,435.0662351347283
12,69223,2769,59979329,866.4653222194935
13,320326,12814,84030429,262.3278441337887
14,30414,1217,963416,31.676727822713225
15,44016,1761,10478898,238.07020174482005
16,104345,4174,77549187,743.1998370789208
17,88445,3538,32737459,370.144824467183
18,8981,360,931375,103.70504398173922
19,29071,1163,4877122,167.7658835265385
20,43075,1723,7626198,177.04464306442253
21,71688,2868,25722401,358.81041457426625
22,55191,2208,14360408,260.19474189632365
23,53635,2146,7279771,135.7279947795283
24,135865,5435,55281047,406.88217716115264
25,189591,7584,75370717,397.5437494395831
26,136868,5475,56364132,411.81380600286406
27,3436,138,364669,106.13183934807917
28,148006,5921,57462076,388.2415307487534
29,104619,4185,43230971,413.2229422953766
30,73772,2951,17862291,242.12832782085343
31,181306,7253,7387041,40.74349993932909
32,63894,2556,19091282,298.796162393965
33,227597,9104,65736705,288.82940021177785
34,214517,8581,286301756,1334.6343459958885
35,55722,2229,21927086,393.50859624564805
36,65991,2640,15639119,236.98866512100136
37,29001,1161,111160,3.8329712768525224
39,52958,2119,1334331,25.19602326371842
40,30339,1214,6643092,218.96212795411847
41,32518,1301,7934350,243.99870840765115
42,182342,7294,4947548,27.133342839280033
43,7956,319,793123,99.68866264454499
44,13627,546,1497687,109.90584868276217
45,17466,699,8152459,466.7616512080614
46,95813,3833,69076841,720.9547869287048
47,3952,159,32538,8.2332995951417
48,45326,1814,885840,19.543749724220095
49,54843,2194,16654704,303.6796674142552
50,18781,752,4167640,221.90724668548
51,220863,8835,123011329,556.9576117321598
54,182304,7293,204320350,1120.7672349482184
