Table Number,Players,Pages,Total KC,Average KC/Player
11,66307,2653,28814322,434.5592773010391
12,62104,2485,51448611,828.426687491949
13,295781,11832,78075802,263.96489970620155
14,26006,1041,816435,31.394101361224333
15,40857,1635,9701922,237.46045965195682
16,95107,3805,70724054,743.6261684208313
17,78779,3152,29211417,370.80207923431374
18,6281,252,577718,91.97866581754498
19,25912,1037,4308790,166.2855047854276
20,40223,1609,7154640,177.87435049598488
21,65753,2631,23841570,362.5928854957188
22,50615,2025,13084405,258.5084461128124
23,49497,1980,6721240,135.79085601147546
24,125952,5039,51603789,409.7099609375
25,175259,7011,70402065,401.70299385480916
26,126750,5070,52622295,415.1660355029586
27,2704,109,287135,106.18897928994083
28,136313,5453,52788949,387.2627629059591
29,94505,3781,38971148,412.37128194275436
30,64894,2596,15609894,240.54448793416958
31,159012,6361,6284133,39.51986642517546
32,58631,2346,17637446,300.8211696883901
33,210917,8437,60840752,288.45826557366166
34,197991,7920,263110421,1328.9009146880414
35,50561,2023,19934346,394.2632859318447
36,60158,2407,14176872,235.6606270155258
37,24078,964,88856,3.69033972921339
39,47749,1910,1199088,25.11231648830342
40,24662,987,5199161,210.81668153434433
41,30512,1221,7433908,243.63883062401678
42,166771,6671,4508721,27.035401838449133
43,6158,247,622572,101.09970769730432
44,8033,322,841028,104.69662641603387
45,14943,598,6953943,465.36458542461355
46,87711,3509,63254483,721.1693288185062
47,3347,134,28051,8.380938153570362
48,41544,1662,815038,19.618669362603505
49,51381,2056,15449099,300.67727370039506
50,17221,689,3815777,221.5769699785146
51,198277,7932,107738053,543.3714096945183
54,167242,6690,188635093,1127.9169885555064
