Table Number,Players,Pages,Total KC,Average KC/Player
11,72983,2920,31751185,435.0490525190798
12,69111,2765,59864715,866.2110951946868
13,320036,12802,83940324,262.2840055493757
14,30365,1215,961335,31.659311707558043
15,43977,1760,10467664,238.02587716306252
16,104247,4170,77464096,743.082256563738
17,88357,3535,32695627,370.040030784205
18,8941,358,927193,103.7012638407337
19,29028,1162,4867956,167.69863579991733
20,43051,1723,7621513,177.0345172005296
21,71594,2864,25696801,358.92394614073805
22,55132,2206,14341018,260.121490241602
23,53586,2144,7272668,135.7195536147501
24,135749,5430,55237354,406.9079993222786
25,189433,7578,75312331,397.5671134385244
26,136756,5471,56318733,411.81910117289186
27,3421,137,363300,106.19701841566793
28,147859,5915,57383137,388.0936365050487
29,104498,4180,43175407,413.1696970276943
30,73633,2946,17827866,242.11788192793992
31,181023,7241,7372604,40.727443474033684
32,63804,2553,19069338,298.87370697761895
33,227367,9095,65670424,288.83005889157175
34,214303,8573,285994678,1334.534178242955
35,55647,2226,21897883,393.51416967671213
36,65907,2637,15617550,236.96344849560745
37,28932,1158,110842,3.831121249827181
39,52874,2115,1332028,25.192495366342627
40,30261,1211,6623419,218.87640857869866
41,32488,1300,7925411,243.94887343018962
42,182128,7286,4941851,27.133944258982694
43,7937,318,791006,99.66057704422326
44,13565,543,1488015,109.69517139697751
45,17414,697,8134606,467.130240036752
46,95723,3829,68998072,720.8097531418781
47,3944,158,32436,8.224137931034482
48,45255,1811,884675,19.548668655397194
49,54775,2191,16634486,303.6875581926061
50,18759,751,4161637,221.84748653979423
51,220569,8823,122711365,556.3400341843142
54,182072,7283,204084091,1120.8977272727273
