Table Number,Players,Pages,Total KC,Average KC/Player
11,77017,3081,33541628,435.50940701403584
12,73304,2933,64785981,883.7987149405217
13,332822,13313,87601193,263.20733905811517
14,33469,1339,1062169,31.735904867190534
15,46022,1841,11022191,239.4983051584025
16,109328,4374,81377057,744.3386598126738
17,93413,3737,34638750,370.8129489471487
18,10363,415,1111501,107.25668242786838
19,31121,1245,5242180,168.44510137849042
20,45119,1805,7962115,176.46922582504044
21,75181,3008,26819162,356.72792327848794
22,57814,2313,15080644,260.8476147645899
23,56520,2261,7678404,135.8528662420382
24,141369,5655,57273838,405.13718000410273
25,197485,7900,78082355,395.3837253462288
26,142376,5696,58396123,410.1542605495308
27,4066,163,420266,103.36104279390064
28,154633,6186,60594372,391.8592538462036
29,110722,4429,45985802,415.3266920756489
30,79212,3169,19342579,244.1874842195627
31,193298,7732,8038685,41.587005556187854
32,67058,2683,19994408,298.16588624772584
33,237072,9483,68738840,289.9492137409732
34,223745,8950,299842267,1340.1071174774854
35,58698,2348,23140746,394.2339773075744
36,69598,2784,16557786,237.90606051898044
37,31938,1278,125274,3.9224121735863235
39,56463,2259,1425869,25.253156934629757
40,34277,1372,7606990,221.92694809930856
41,34026,1362,8310992,244.25415858461176
42,191157,7647,5206149,27.234937773662487
43,8992,360,888461,98.80571619217082
44,16038,642,1866062,116.3525377229081
45,19025,761,8909154,468.28667542706967
46,100321,4013,72513465,722.814415725521
47,4371,175,36475,8.344772363303592
48,47720,1909,931928,19.529086336965634
49,56868,2275,17422836,306.3732855032707
50,19929,798,4419909,221.78277886497065
51,233397,9336,135291253,579.6614909360446
54,190954,7639,214193609,1121.70265613708
