Table Number,Players,Pages,Total KC,Average KC/Player
11,59301,2373,25907124,436.8749936763292
12,55958,2239,44840836,801.3302119446728
13,268450,10738,70890660,264.0739802570311
14,21980,880,683602,31.101091901728843
15,37608,1505,8923221,237.2692246330568
16,86820,3473,64868410,747.1597558166321
17,69974,2799,26292196,375.742361448538
18,4841,194,432292,89.29807890931626
19,23402,937,3872316,165.4694470558072
20,37329,1494,6638173,177.82884620536313
21,60346,2414,22046672,365.33775229509826
22,46525,1861,12031078,258.59383127350884
23,45116,1805,6147869,136.2680423796436
24,115687,4628,47934793,414.34900204863123
25,160089,6404,65258136,407.6366021400596
26,116326,4654,48890005,420.2844162096178
27,2254,91,239734,106.35936113575865
28,125241,5010,48551480,387.6644229924705
29,85980,3440,35662614,414.77801814375437
30,58416,2337,14084428,241.10565598466172
31,137355,5495,5397328,39.29473262713407
32,53899,2156,16337395,303.11128221302806
33,194935,7798,56356971,289.10647651781363
34,181903,7277,242016405,1330.4695634486511
35,46081,1844,18219766,395.3856470128686
36,55003,2201,12934951,235.16809992182246
37,20014,801,71828,3.5888877785550113
39,42836,1714,1070013,24.979293117938184
40,19528,782,3986642,204.15004096681687
41,28518,1141,6932369,243.0874886036889
42,152023,6081,4111667,27.046348249935864
43,4966,199,511711,103.04289166331051
44,5114,205,477031,93.27942901838091
45,13129,526,6077654,462.9182725264681
46,80419,3217,58062399,721.9985202501896
47,2997,120,24938,8.320987654320987
48,38201,1529,752218,19.69105520797885
49,47686,1908,14204328,297.87207985572286
50,15708,629,3463772,220.5100585688821
51,175605,7025,93430093,532.0468836308761
54,150823,6033,171091809,1134.3880508940945
