Table Number,Players,Pages,Total KC,Average KC/Player
11,75736,3030,32990778,435.60232914334
12,72101,2885,63355737,878.7081593875258
13,329170,13167,86596728,263.0760032809794
14,32581,1304,1032119,31.678554986034804
15,45544,1822,10883920,238.97593535921308
16,107834,4314,80208540,743.8149377747278
17,92013,3681,34090560,370.49721235042875
18,9927,398,1059687,106.7479601087942
19,30458,1219,5121507,168.14981285704906
20,44499,1780,7858621,176.60219330771477
21,74138,2966,26483171,357.21453235857456
22,56963,2279,14853132,260.75052226884117
23,55665,2227,7558640,135.78801760531752
24,139698,5588,56668595,405.65072513564974
25,195141,7806,77258547,395.91140252432854
26,140737,5630,57781617,410.56450684610303
27,3868,155,402243,103.9925025853154
28,152726,6110,59620633,390.3764453989497
29,108883,4356,45118314,414.37427330253576
30,77546,3102,18876848,243.42774611198516
31,189632,7586,7838840,41.33711609854877
32,66042,2642,19704785,298.36747827140306
33,234298,9372,67823199,289.47408428582406
34,220911,8837,295698397,1338.5408467663449
35,57859,2315,22775137,393.63170811801103
36,68521,2741,16275897,237.53151588564089
37,30999,1240,120853,3.8986096325687924
39,55414,2217,1399041,25.2470675280615
40,33001,1321,7285536,220.76712826884034
41,33557,1343,8197073,244.27311738236435
42,188502,7541,5126863,27.197923629457513
43,8609,345,855037,99.3189685213149
44,15264,611,1753336,114.86740041928721
45,18577,744,8681264,467.3124831781235
46,98953,3959,71473224,722.2946651440583
47,4245,170,35336,8.32414605418139
48,46991,1880,917899,19.533506416122236
49,56426,2258,17213614,305.06528905114664
50,19617,785,4347957,221.64230004587859
51,229614,9185,131101357,570.9641267518531
54,188720,7549,212108461,1123.932073972022
