Table Number,Players,Pages,Total KC,Average KC/Player
11,76237,3050,33208120,435.59059249445806
12,72539,2902,63908850,881.0274473042087
13,330554,13223,86896371,262.881014902255
14,32918,1317,1043884,31.711647123154506
15,45733,1830,10935004,239.1053287560405
16,108424,4337,80661040,743.9408249096141
17,92576,3704,34303666,370.54599464223986
18,10096,404,1079843,106.95750792393027
19,30738,1230,5171670,168.25004879953153
20,44761,1791,7901897,176.53530975626103
21,74559,2983,26619680,357.02839362115907
22,57308,2293,14942028,260.731974593425
23,56023,2241,7612436,135.88054906020741
24,140329,5614,56907829,405.5314938466033
25,196065,7843,77584815,395.7096626118889
26,141367,5655,58025977,410.46338254330925
27,3945,158,409493,103.80050697084917
28,153442,6138,59991528,390.97201548467825
29,109538,4382,45448882,414.91429458270187
30,78212,3129,19058920,243.68281082186877
31,191006,7641,7915663,41.44195993843125
32,66454,2659,19820334,298.2564480693412
33,235324,9413,68156557,289.6285844197787
34,221989,8880,297281777,1339.173459045268
35,58157,2327,22912258,393.97248826452534
36,68958,2759,16384896,237.60689115113547
37,31381,1256,122569,3.905834740766706
39,55811,2233,1408963,25.245256311479817
40,33516,1341,7411935,221.14616899391336
41,33749,1350,8241409,244.19713176686716
42,189517,7581,5157630,27.2146034392693
43,8756,351,867664,99.09365006852444
44,15577,624,1797918,115.42132631443795
45,18757,751,8763465,467.21037479341044
46,99491,3980,71884168,722.5193032535607
47,4291,172,35757,8.333022605453275
48,47274,1891,923348,19.53183568134704
49,56630,2266,17303441,305.5525516510683
50,19736,790,4377001,221.77751317389541
51,230992,9240,132529400,573.7402161113805
54,189338,7574,212446003,1122.0463034361828
