Table Number,Players,Pages,Total KC,Average KC/Player
11,82331,3294,35900317,436.0485965189297
12,77761,3111,70116718,901.6951685292113
13,346418,13857,92482112,266.96682043080904
14,37549,1502,1195782,31.845908013528987
15,48367,1935,11648489,240.8354663303492
16,115635,4626,86289469,746.2227612747006
17,98207,3929,36642258,373.1124868899366
18,11686,468,1285189,109.97680985794969
19,33491,1340,5656127,168.8849840255591
20,47430,1898,8358589,176.23000210837023
21,79501,3181,28190861,354.5975648105055
22,61288,2452,16086813,262.4790007831876
23,59751,2391,8098431,135.53632575187027
24,147532,5902,59516531,403.4143846758669
25,206512,8261,81170567,393.0549653288913
26,148599,5944,60690815,408.4200768511228
27,4807,193,498567,103.71687122945704
28,161924,6477,64254928,396.82152120748003
29,118356,4735,49695522,419.8817296968468
30,85134,3406,21041882,247.16190946038012
31,208079,8324,8822830,42.401347565107486
32,70241,2810,20960589,298.4096040773907
33,248074,9923,72379107,291.7641792368406
34,234446,9378,315363929,1345.1452743915443
35,62387,2496,24645466,395.0416913780114
36,74092,2964,17742253,239.46246558332882
37,35086,1404,140900,4.015846776492048
39,60849,2434,1541743,25.337195352429784
40,38664,1547,8736503,225.9596265259673
41,35669,1427,8740024,245.0313717794163
42,201362,8055,5502074,27.32429157437848
43,10103,405,990358,98.02613085222211
44,18450,738,2232926,121.02579945799458
45,20623,825,9741155,472.34422731901276
46,105664,4227,76516632,724.1504391278013
47,4847,194,41107,8.48091603053435
48,50383,2016,984555,19.541412778119604
49,59109,2365,18269132,309.07530156152194
50,21222,849,4730963,222.92729243238148
51,247399,9896,153066953,618.7048169151856
54,200001,8001,226702181,1133.5052374738127
