Table Number,Players,Pages,Total KC,Average KC/Player
11,71004,2841,30874450,434.82691115993464
12,66956,2679,57268103,855.3095017623514
13,313474,12539,82122785,261.97638400632906
14,28955,1159,915277,31.61032636850285
15,42917,1717,10201246,237.6970897313419
16,101537,4062,75448725,743.0663206515851
17,85669,3427,31658306,369.54214476648497
18,8202,329,834332,101.7229943916118
19,28038,1122,4690566,167.2931735501819
20,42132,1686,7475518,177.43088388873065
21,69685,2788,25098740,360.17421252780366
22,53792,2152,13966128,259.63206424747176
23,52290,2092,7105884,135.89374641422833
24,132947,5318,54178255,407.5176950213243
25,185237,7410,73868732,398.7795742751178
26,133863,5355,55230418,412.58912470212084
27,3148,126,337330,107.1569250317662
28,144433,5778,56032864,387.95056531402105
29,101455,4059,41852781,412.5255630575132
30,70603,2825,17016000,241.0095888276702
31,174837,6994,7046414,40.30276200117824
32,62199,2488,18631792,299.5513111143266
33,222492,8900,64230874,288.68846520324325
34,209344,8374,278893564,1332.2262114032405
35,54099,2164,21293665,393.605519510527
36,64140,2566,15158488,236.33439351418772
37,27365,1095,103815,3.793714598940252
39,51343,2054,1291594,25.15618487427692
40,28429,1138,6180276,217.39336592915686
41,31926,1278,7794365,244.13847647685273
42,177442,7098,4806750,27.089133350615977
43,7376,296,735835,99.7607104121475
44,11919,477,1252528,105.08666834465978
45,16639,666,7761578,466.4690185708276
46,93183,3728,67186995,721.0220211841215
47,3726,150,30974,8.312936124530328
48,44104,1765,862786,19.562534010520586
49,53721,2149,16249553,302.48046387818545
50,18248,730,4046969,221.7760302498904
51,214006,8561,116842700,545.9786174219414
54,177790,7112,199508496,1122.1581416277631
