Table Number,Players,Pages,Total KC,Average KC/Player
11,56656,2267,24840806,438.44969641344255
12,53752,2151,42582706,792.2069132311356
13,256994,10280,67966686,264.4679875794766
14,20445,818,631348,30.880313034971877
15,36207,1449,8587260,237.1712652249565
16,83590,3344,62663124,749.6485704031583
17,66992,2680,25307520,377.76928588488175
18,4630,186,411462,88.86868250539956
19,22460,899,3716797,165.48517364203028
20,36114,1445,6417443,177.6995901866312
21,58131,2326,21284279,366.14334864358085
22,44709,1789,11598204,259.41541971415154
23,43367,1735,5905323,136.17089030829894
24,111209,4449,46413827,417.35675170175074
25,153762,6151,63132065,410.5830114072398
26,111861,4475,47350303,423.2959029509838
27,2120,85,224994,106.12924528301886
28,120892,4836,46975935,388.57769744896274
29,82576,3304,34350444,415.98580701414454
30,55981,2240,13495536,241.07350708276022
31,130735,5230,5121470,39.17443683787815
32,52090,2084,15819216,303.6900748704166
33,187849,7514,54491326,290.08046888724454
34,175460,7019,233694936,1331.898643565485
35,44306,1773,17547613,396.0550038369521
36,52709,2109,12429170,235.807357377298
37,18586,744,65945,3.548100720972775
39,40851,1635,1019694,24.961298377028715
40,17589,704,3513313,199.74489737904372
41,27640,1106,6739131,243.8180535455861
42,146251,5851,3956703,27.05419450123418
43,4392,176,457327,104.12727686703097
44,3896,156,356018,91.38039014373716
45,12528,502,5807800,463.5855683269476
46,77561,3103,56118541,723.5407098928586
47,2869,115,23810,8.299058905542001
48,36918,1477,728254,19.726258193834987
49,46094,1844,13720604,297.6657265587712
50,15120,605,3323615,219.8158068783069
51,166980,6680,88384825,529.3138399808361
54,143667,5747,162916359,1133.9859466683372
