Table Number,Players,Pages,Total KC,Average KC/Player
11,58422,2337,25543816,437.2293998836055
12,55180,2208,44030485,797.9428234867705
13,264604,10585,69910032,264.2062553854061
14,21466,859,665599,31.007127550545047
15,37163,1487,8805824,236.95137636896914
16,85704,3429,64102134,747.947983758051
17,68905,2757,25946067,376.5483927146071
18,4758,191,423594,89.02774274905423
19,23066,923,3820525,165.634483655597
20,36929,1478,6567612,177.84429581088034
21,59593,2384,21802442,365.8557548705385
22,45945,1838,11881744,258.6079878115138
23,44535,1782,6068512,136.2638823397328
24,114172,4567,47428316,415.41109904354835
25,157998,6320,64562464,408.62836238433397
26,114821,4593,48378236,421.3361318922497
27,2211,89,234033,105.84938941655359
28,123821,4953,48079462,388.29812390466884
29,84791,3392,35194981,415.0792065195599
30,57551,2303,13865363,240.92305954718424
31,134794,5392,5294422,39.277875869845836
32,53296,2132,16161232,303.2353647553287
33,192562,7703,55758187,289.5596587073254
34,179752,7191,239209149,1330.7732264453248
35,45477,1820,17989559,395.5748840073004
36,54286,2172,12768279,235.20390155841284
37,19488,780,69664,3.574712643678161
39,42108,1685,1051416,24.969506982046166
40,18833,754,3822791,202.98364572824298
41,28247,1130,6872186,243.28905724501718
42,150053,6003,4059387,27.05302126581941
43,4748,190,491790,103.57834877843302
44,4608,185,427811,92.84092881944444
45,12920,517,5984333,463.18366873065014
46,79443,3178,57383562,722.3237037876213
47,2945,118,24545,8.33446519524618
48,37775,1511,744114,19.69858371939113
49,47119,1885,14037364,297.91302871453126
50,15537,622,3420094,220.1257643045633
51,172559,6903,91611237,530.8980522603863
54,148561,5943,168469288,1134.0074986032673
