Table Number,Players,Pages,Total KC,Average KC/Player
11,79076,3164,34468535,435.8912312205979
12,75164,3007,67018430,891.6293704432974
13,338312,13533,89276722,263.88872401806617
14,35127,1406,1116513,31.785037150909556
15,46985,1880,11283519,240.15151644141747
16,111706,4469,83216838,744.9630100442232
17,95440,3818,35485930,371.8140192791283
18,10972,439,1190293,108.48459715639811
19,32107,1285,5412150,168.566044787741
20,46079,1844,8135828,176.56259901473555
21,76889,3076,27367091,355.9298599279481
22,59341,2374,15496453,261.1424310341922
23,57796,2312,7847592,135.78088449027615
24,143817,5753,58200465,404.68418198126784
25,201138,8046,79360817,394.5590440394157
26,144891,5796,59333835,409.50669813860077
27,4403,177,458105,104.0438337497161
28,157678,6308,62097907,393.82733799261786
29,113692,4548,47462291,417.46377053794464
30,81653,3267,20065908,245.74612077939574
31,199264,7971,8360799,41.95840191906215
32,68314,2733,20399912,298.61978510993356
33,241537,9662,70220044,290.72168653249815
34,228026,9122,306094555,1342.3669011428522
35,60212,2409,23759189,394.5922573573374
36,71400,2856,17043833,238.7091456582633
37,33244,1330,131911,3.967964143905667
39,58290,2332,1474734,25.299948533196087
40,36185,1448,8083643,223.397623324582
41,34702,1389,8482966,244.45178952221775
42,195326,7814,5327794,27.27641993385417
43,9466,379,932317,98.49112613564336
44,17112,685,2023875,118.27226507713885
45,19765,791,9271790,469.1014419428282
46,102508,4101,74140729,723.267735201155
47,4583,184,38450,8.389701069168666
48,48821,1953,953439,19.529280432600725
49,57798,2312,17791784,307.82698363265166
50,20457,819,4542134,222.03324045558978
51,239197,9568,142668682,596.4484588017408
54,195484,7820,220961377,1130.329730310409
