Table Number,Players,Pages,Total KC,Average KC/Player
11,80283,3212,34988926,435.8198622373354
12,76131,3046,68175121,895.4975108694224
13,341106,13645,90444138,265.1496543596419
14,36007,1441,1146503,31.841114227789042
15,47478,1900,11415925,240.44662791187497
16,113035,4522,84206356,744.9582518688902
17,96489,3860,35933325,372.4085128874794
18,11237,450,1227707,109.25576221411409
19,32629,1306,5503839,168.67936498207118
20,46522,1861,8212317,176.5254503245776
21,77826,3114,27656320,355.36093336417133
22,60126,2406,15728130,261.5861690450055
23,58465,2339,7939032,135.7911913110408
24,145200,5808,58683285,404.15485537190085
25,203124,8125,80023016,393.9614028869065
26,146295,5852,59829513,408.96485184045935
27,4553,183,476990,104.76389193938063
28,159256,6371,62897658,394.9468654242226
29,115254,4611,48250662,418.6463116247592
30,82976,3320,20445171,246.39860923640572
31,202440,8098,8526450,42.118405453467695
32,68976,2760,20596112,298.59823706796567
33,243877,9756,70986225,291.0738815058411
34,230238,9210,309390933,1343.787441690772
35,61041,2442,24074972,394.40657918448255
36,72416,2897,17303006,238.93899138311974
37,33962,1359,135412,3.987162122372063
39,59234,2370,1499653,25.317435932066044
40,37114,1485,8329766,224.4373012879237
41,35062,1403,8584290,244.8317266556386
42,197449,7898,5389760,27.29697288920177
43,9731,390,955665,98.20830336039461
44,17642,706,2104643,119.2973018932094
45,20101,805,9450976,470.1744191831252
46,103667,4147,75017426,723.6384384616126
47,4690,188,39532,8.428997867803838
48,49387,1976,964859,19.536699941280094
49,58318,2333,17989144,308.4664083130423
50,20742,830,4610382,222.27277986693665
51,242166,9687,146295753,604.1135130447709
54,197533,7902,224304753,1135.5305341385997
