Table Number,Players,Pages,Total KC,Average KC/Player
11,82611,3305,36025858,436.0903269540376
12,77988,3120,70389263,902.5653049187055
13,347248,13890,92856680,267.40738607565777
14,37779,1512,1202877,31.83983165250536
15,48527,1942,11691361,240.92486656912646
16,115980,4640,86534139,746.1125969994827
17,98466,3939,36757444,373.3008754290821
18,11740,470,1293502,110.17904599659285
19,33622,1345,5676913,168.84519064897984
20,47557,1903,8378732,176.1829383686944
21,79758,3191,28273005,354.48487925976076
22,61472,2459,16139146,262.54467074440396
23,59939,2398,8125123,135.5565324746826
24,147896,5916,59646387,403.29952804673553
25,207030,8282,81349812,392.9373134328358
26,148977,5960,60826669,408.29570336360644
27,4845,194,501772,103.56491228070175
28,162376,6496,64499335,397.22209562989605
29,118803,4753,49907016,420.0821191384056
30,85422,3417,21120989,247.2546767811571
31,208896,8356,8864972,42.43725107230392
32,70425,2817,21010188,298.33422790202343
33,248811,9953,72607282,291.81700969812425
34,235084,9404,316245137,1345.2431343689916
35,62618,2505,24737982,395.0618352550385
36,74359,2975,17812799,239.55135222367164
37,35198,1408,141484,4.0196602079663615
39,61129,2446,1549035,25.340427620278426
40,38874,1555,8783694,225.95292483407934
41,35752,1431,8761586,245.06561870664578
42,201942,8078,5519408,27.331649681591745
43,10155,407,995208,98.00177252584933
44,18592,744,2250840,121.06497418244406
45,20701,829,9786741,472.7665813245737
46,105967,4239,76735865,724.148697235932
47,4871,195,41336,8.486142475877644
48,50519,2021,987331,19.543755814643994
49,59238,2370,18324248,309.3326580910902
50,21301,853,4750432,223.0145063612037
51,248218,9929,154234886,621.368659807105
54,200603,8025,227689604,1135.0259168606651
