Table Number,Players,Pages,Total KC,Average KC/Player
11,64443,2578,28041071,435.1298201511413
12,60386,2416,49497827,819.6904414930613
13,288926,11558,76100359,263.390484068585
14,24937,998,780987,31.318402373982437
15,40087,1604,9514705,237.35138573602416
16,92713,3709,69047686,744.7465403988654
17,75971,3039,28288122,372.3542141080149
18,5344,214,486768,91.08682634730539
19,25215,1009,4185934,166.00967677969462
20,39494,1580,7023582,177.8392160834557
21,64223,2569,23330705,363.27647416034756
22,49529,1982,12786927,258.17050616810354
23,48420,1937,6582149,135.9386410574143
24,123201,4929,50627446,410.93372618728745
25,171336,6854,69068623,403.1179845449876
26,123979,4960,51634570,416.47835520531703
27,2567,103,270952,105.55200623295676
28,133321,5333,51600282,387.03791600723065
29,92141,3686,38031823,412.75678579568273
30,63062,2523,15187959,240.84169547429514
31,152844,6114,6024251,39.41437675015048
32,57324,2293,17290942,301.63530109552715
33,206692,8268,59621197,288.45430398854336
34,193657,7747,257336328,1328.8253355158863
35,49249,1970,19448339,394.89815021624804
36,58733,2350,13820353,235.3081402278106
37,22911,917,83845,3.659595827331849
39,46443,1858,1166063,25.107400469392587
40,23309,933,4873223,209.0704448925308
41,30003,1201,7297680,243.23167683231677
42,162744,6510,4399403,27.032658654082486
43,5819,233,592685,101.8534112390445
44,7235,290,738910,102.12992398064962
45,14393,576,6689774,464.79358021260333
46,85669,3427,61781202,721.1617037668235
47,3226,130,27021,8.376007439553627
48,40609,1625,797202,19.63116550518358
49,50401,2017,15122360,300.0408722049166
50,16842,674,3721707,220.97773423583897
51,191882,7676,103484258,539.3119625603235
54,162552,6503,183082505,1126.3011528618533
