Table Number,Players,Pages,Total KC,Average KC/Player
11,71340,2854,31019067,434.8060975609756
12,67314,2693,57685055,856.9547939507383
13,314563,12583,82481900,262.2110674173377
14,29169,1167,922237,31.61702492372039
15,43087,1724,10248215,237.84935131246084
16,101952,4079,75770752,743.2002510985562
17,86134,3446,31832776,369.5727122855086
18,8326,334,849620,102.04419889502762
19,28197,1128,4714986,167.21587402915205
20,42278,1692,7497365,177.33490231325985
21,70012,2801,25201209,359.9555647603268
22,54020,2161,14026465,259.6531840059237
23,52491,2100,7132496,135.88036044274256
24,133372,5335,54355821,407.55046786431933
25,185930,7438,74110245,398.59218523100094
26,134301,5373,55411299,412.59036790492996
27,3178,128,340590,107.17117684078036
28,145010,5801,56279911,388.110550996483
29,101943,4078,42050975,412.4949726808118
30,71155,2847,17159872,241.1618579158176
31,175814,7033,7096927,40.366108501029494
32,62452,2499,18700992,299.4458464100429
33,223291,8932,64463730,288.6982905714964
34,210114,8405,279995668,1332.5892991423702
35,54348,2174,21394164,393.65135791565467
36,64402,2577,15228982,236.46753206422161
37,27639,1106,104983,3.7983646296899307
39,51611,2065,1298334,25.15614888299006
40,28709,1149,6250030,217.70281096520256
41,32011,1281,7815697,244.15660241791883
42,178176,7128,4828484,27.099519576149426
43,7468,299,745201,99.78588644884842
44,12222,489,1293618,105.84339715267551
45,16773,671,7824220,466.4770762535027
46,93585,3744,67471083,720.9604423785863
47,3764,151,31248,8.301806588735388
48,44273,1771,866162,19.564113568088903
49,53905,2157,16304851,302.47381504498657
50,18321,733,4064778,221.86441788112003
51,215048,8602,117769338,547.64209850824
54,178629,7146,200472970,1122.2868067335091
