Table Number,Players,Pages,Total KC,Average KC/Player
11,55239,2210,24259519,439.1737540505802
12,52562,2103,41481234,789.1867508846696
13,250429,10018,66411238,265.1898861553574
14,19785,792,610110,30.836997725549658
15,35401,1417,8409257,237.5429225163131
16,81813,3273,61462454,751.2553506166502
17,65528,2622,24807299,378.5755554877304
18,4553,183,402638,88.43356028991873
19,21936,878,3633315,165.63252188183807
20,35385,1416,6302024,178.09874240497385
21,56896,2276,20885228,367.0772637795276
22,43807,1753,11601498,264.8320588033876
23,42430,1698,5783718,136.3119962290832
24,108785,4352,45556172,418.7725513627798
25,150268,6011,61937457,412.179951819416
26,109452,4379,46490959,424.7611647114717
27,2056,83,218656,106.35019455252919
28,118537,4742,46155809,389.3789196622152
29,80820,3233,33636896,416.1951992081168
30,54756,2191,13203997,241.14246840528892
31,127867,5115,5000312,39.1055706319848
32,51070,2043,15541323,304.31413745839046
33,184106,7365,53475674,290.4613320587053
34,172030,6882,229293956,1332.8719176887753
35,43303,1733,17179089,396.7182181373115
36,51444,2058,12142634,236.0359614337921
37,17903,717,63257,3.5333184382505727
39,39860,1595,993844,24.9333667837431
40,16561,663,3271418,197.53746754423042
41,27150,1086,6634341,244.35878453038674
42,143142,5726,3870820,27.041818613684313
43,4250,170,442309,104.07270588235293
44,3614,145,326765,90.41643608190371
45,12279,492,5688380,463.26085186090074
46,76030,3042,55023407,723.7065237406287
47,2805,113,23335,8.319073083778965
48,36176,1448,714540,19.75176912870411
49,45190,1808,13439890,297.4084974551892
50,14791,592,3250380,219.75390440132514
51,162920,6517,86180017,528.9713785907194
54,140173,5607,159401793,1137.179007369465
