Table Number,Players,Pages,Total KC,Average KC/Player
11,66691,2668,28963529,434.2944175375988
12,62478,2500,51852796,829.9368737795704
13,297262,11891,78450786,263.9112500084101
14,26239,1050,824042,31.40523648004878
15,41008,1641,9736821,237.43710983222786
16,95632,3826,71068345,743.1439790028443
17,79380,3176,29401659,370.39126984126983
18,6480,260,601749,92.8625
19,26082,1044,4336983,166.2826086956522
20,40357,1615,7176670,177.82962063582525
21,66044,2642,23912079,362.06285203803526
22,50824,2033,13144257,258.6230324256257
23,49712,1989,6747439,135.73058818796267
24,126541,5062,51802896,409.3763760362254
25,176062,7043,70679225,401.4450875259852
26,127340,5094,52823973,414.82623684623843
27,2727,110,289145,106.03043637697102
28,136917,5477,53037837,387.3721816867153
29,94966,3799,39162541,412.38486405660973
30,65256,2611,15696140,240.53175186955988
31,160247,6410,6339751,39.562369342327784
32,58868,2355,17702982,300.7233471495549
33,211834,8474,61092485,288.39792006948835
34,198832,7954,264278046,1329.1524804860385
35,50805,2033,20033592,394.32323590197814
36,60437,2418,14242250,235.65448318083293
37,24292,972,89781,3.6959081178988966
39,48067,1923,1206551,25.101441737574635
40,24941,998,5267025,211.17938334469346
41,30611,1225,7455088,243.54277873966873
42,167565,6703,4530908,27.039703995464446
43,6207,249,627487,101.09344288706299
44,8170,327,859237,105.16976744186047
45,15047,602,7006310,465.6283644580315
46,88107,3525,63552457,721.3099640210199
47,3362,135,28209,8.390541344437835
48,41711,1669,818141,19.61451415693702
49,51633,2066,15525958,300.69835182925647
50,17321,693,3835984,221.464349633393
51,199460,7979,108656324,544.7524516193723
54,168590,6744,190220651,1128.3032860786523
