Table Number,Players,Pages,Total KC,Average KC/Player
11,68502,2741,29748800,434.27637149280315
12,64303,2573,54023379,840.1377696219461
13,303979,12160,79504720,261.5467515848134
14,27317,1093,860855,31.513526375517078
15,41829,1674,9943830,237.72574051495374
16,98131,3926,72859995,742.4768421803508
17,82014,3281,30337770,369.9096495720243
18,7223,289,706744,97.84632424200471
19,26814,1073,4472986,166.8153203550384
20,41104,1645,7302874,177.66820747372518
21,67506,2701,24393275,361.3497318756851
22,52064,2083,13479910,258.9103795328826
23,50791,2032,6889633,135.6467287511567
24,129296,5172,52778326,408.19767046157654
25,179972,7199,71988735,399.9996388327073
26,130134,5206,53809847,413.4956813745831
27,2876,116,308942,107.42072322670376
28,140029,5602,54307871,387.8330274443151
29,97538,3902,40195058,412.09639320059875
30,67171,2687,16151938,240.45999017433118
31,166229,6650,6618887,39.817883762761014
32,60165,2407,18067839,300.30481176763897
33,216190,8648,62319217,288.26133031130024
34,203083,8124,270108831,1330.0415642865232
35,52156,2087,20546730,393.94758033591535
36,61883,2476,14598917,235.9115912286088
37,25556,1023,95216,3.725778682109876
39,49384,1976,1240902,25.127612182083265
40,26372,1055,5632731,213.58755498255726
41,31109,1245,7577452,243.5774856150953
42,171538,6862,4640899,27.05464095419091
43,6510,261,657328,100.97204301075269
44,8902,357,957821,107.59615816670411
45,15623,625,7287787,466.47807719388084
46,90187,3608,65008913,720.8235444132746
47,3513,141,29065,8.27355536578423
48,42663,1707,835809,19.590957035370227
49,52612,2105,15863838,301.52508933323196
50,17726,710,3930381,221.7297190567528
51,205631,8226,113537562,552.142245089505
54,172836,6914,194661364,1126.2778819227476
