Table Number,Players,Pages,Total KC,Average KC/Player
11,68262,2731,29635601,434.1449268992998
12,64081,2564,53733410,838.5232752297873
13,303062,12123,79240556,261.4664854056266
14,27174,1087,856233,31.509273570324574
15,41719,1669,9915433,237.67187612358876
16,97823,3913,72613626,742.2960448974168
17,81656,3267,30208368,369.94670324287256
18,7143,286,693738,97.12137757244855
19,26729,1070,4457756,166.77601107411425
20,41004,1641,7284491,177.65318017754365
21,67251,2691,24319499,361.6228606266078
22,51869,2075,13429814,258.91792785671595
23,50653,2027,6870982,135.6480761257971
24,128930,5158,52646916,408.337206235942
25,179452,7179,71815048,400.1908476918619
26,129782,5192,53677194,413.5950594073138
27,2848,114,304501,106.91748595505618
28,139607,5585,54124431,387.6913836698733
29,97221,3889,40050041,411.94845763775317
30,66902,2677,16086515,240.44894024094944
31,165442,6618,6582313,39.78622719744684
32,59972,2399,18016395,300.4134429400387
33,215574,8623,62153926,288.3182851364265
34,202544,8102,269350989,1329.839387984833
35,51977,2080,20477241,393.96735094368665
36,61652,2467,14543485,235.8964023875949
37,25389,1016,94490,3.721690495884044
39,49218,1969,1236367,25.12022024462595
40,26178,1048,5584554,213.33004813201924
41,31034,1242,7559358,243.58310240381516
42,170996,6840,4625341,27.04941051252661
43,6481,260,654241,100.94753896003704
44,8811,353,944523,107.19816138917263
45,15558,623,7249749,465.98206710374086
46,89936,3598,64817302,720.7047455968689
47,3486,140,28892,8.288009179575445
48,42545,1702,833553,19.592267011399695
49,52471,2099,15812311,301.35333803434276
50,17670,707,3917722,221.71601584606677
51,204827,8194,112921208,551.300404731798
54,172365,6895,193966533,1125.3243581933687
