Table Number,Players,Pages,Total KC,Average KC/Player
11,70470,2819,30647351,434.89926209734637
12,66440,2658,56619705,852.1930313064419
13,311661,12467,81730972,262.243180892059
14,28642,1146,904676,31.58564346065219
15,42660,1707,10136987,237.6227613689639
16,100845,4034,74935773,743.0787148594377
17,84896,3396,31387504,369.71711270260084
18,8031,322,811059,100.99103474038102
19,27786,1112,4647551,167.2623263514
20,41933,1678,7443566,177.51093410917417
21,69259,2771,24955850,360.3264557674815
22,53456,2139,13874255,259.5453269979048
23,52011,2081,7068698,135.90775028359386
24,132227,5290,53902268,407.64948157335493
25,184178,7368,73492706,399.0308614492502
26,133149,5326,54953277,412.720163125521
27,3104,125,332300,107.05541237113403
28,143583,5744,55666919,387.6985367348502
29,100668,4027,41529663,412.54085707474076
30,69664,2787,16778970,240.8556786862655
31,173149,6926,6961270,40.20392840848056
32,61829,2474,18523698,299.5956266476896
33,221283,8852,63847121,288.5315229818829
34,208091,8324,277132311,1331.7842242096006
35,53707,2149,21147173,393.7507773660789
36,63648,2546,15042575,236.3401049522373
37,27027,1082,102167,3.78018278018278
39,50929,2038,1280634,25.14547703665888
40,28005,1121,6065337,216.58050348152116
41,31761,1271,7755287,244.17641132206165
42,176339,7054,4775182,27.07955698966196
43,7179,288,717443,99.93634210892883
44,11252,451,1181311,104.98675790970493
45,16421,657,7666672,466.882163083856
46,92570,3703,66765502,721.2434049908178
47,3677,148,30534,8.304052216480827
48,43801,1753,857307,19.57277231113445
49,53456,2139,16187856,302.8258006584855
50,18126,726,4019555,221.7563168928611
51,212289,8492,115476359,543.9582785730772
54,176861,7075,198412722,1121.8568367248856
