Table Number,Players,Pages,Total KC,Average KC/Player
11,72697,2908,31617214,434.91772700386537
12,68803,2753,59481414,864.5177390520762
13,319059,12763,83624695,262.097903522546
14,30170,1207,954458,31.635996022538947
15,43821,1753,10425619,237.9137628077862
16,103883,4156,77179545,742.9468247932771
17,87966,3519,32541718,369.9351795011709
18,8821,353,913021,103.50538487699808
19,28880,1156,4834822,167.41073407202217
20,42917,1717,7600845,177.1056923829718
21,71326,2854,25618697,359.1775369430502
22,54932,2198,14283031,260.01294327532224
23,53404,2137,7247927,135.71880383491873
24,135332,5414,55082131,407.01483019537136
25,188820,7553,75105025,397.75990361190554
26,136324,5453,56158519,411.9488791408703
27,3375,135,359358,106.47644444444444
28,147360,5895,57207563,388.2163612920738
29,104050,4162,42991750,413.18356559346466
30,73213,2929,17716948,241.9918320516848
31,180138,7206,7323939,40.65737934250408
32,63545,2542,19003234,299.05160122747657
33,226707,9069,65471685,288.7942807235771
34,213617,8545,284959898,1333.9757509936007
35,55437,2218,21812063,393.4567707487779
36,65676,2628,15554694,236.83985017357938
37,28703,1149,109836,3.826638330488102
39,52660,2107,1326439,25.188739080896315
40,29972,1199,6559767,218.8631722941412
41,32407,1297,7905916,243.9570463171537
42,181455,7259,4923076,27.131112397013034
43,7860,315,783736,99.71195928753181
44,13326,534,1456064,109.26489569263094
45,17308,693,8079810,466.82516755257683
46,95348,3814,68732543,720.8598292570374
47,3912,157,32109,8.207822085889571
48,45083,1804,881474,19.552248075771356
49,54633,2186,16576797,303.420954368239
50,18694,748,4145531,221.75730180806676
51,219596,8784,121797166,554.6420062296216
54,181666,7267,203778848,1121.7225457708103
