Table Number,Players,Pages,Total KC,Average KC/Player
11,69990,2800,30427580,434.7418202600372
12,65918,2637,55971669,849.1105464364817
13,309818,12393,81207731,262.114309045956
14,28249,1130,892123,31.58069312188042
15,42414,1697,10066944,237.3495543924176
16,100161,4007,74424470,743.0483920887372
17,84157,3367,31111219,369.6807039224307
18,7844,314,787809,100.43459969403365
19,27507,1101,4599341,167.20620205765806
20,41687,1668,7401354,177.54585362343175
21,68851,2755,24816368,360.43583971184154
22,53137,2126,13777194,259.2768504055555
23,51678,2068,7019101,135.8237741398661
24,131450,5258,53618944,407.9037200456447
25,183080,7324,73112030,399.3447126939043
26,132342,5294,54666606,413.07072584667
27,3039,122,326289,107.36722606120435
28,142587,5704,55202000,387.1460932623591
29,99905,3997,41215706,412.54898153245585
30,68906,2757,16581002,240.63219458392592
31,171436,6858,6876671,40.11217597237453
32,61410,2457,18410062,299.7893177007002
33,219925,8797,63434446,288.4367216096397
34,206836,8274,275418092,1331.5771529134192
35,53328,2134,20996654,393.72663516351633
36,63194,2528,14923595,236.15525208089375
37,26673,1067,100465,3.766542946050313
39,50512,2021,1269906,25.14067944250871
40,27585,1104,5958698,216.01225303607032
41,31594,1264,7713868,244.15610558966893
42,175195,7008,4742750,27.07126344929935
43,6945,278,696611,100.30395968322534
44,10408,417,1102640,105.94158339738662
45,16212,649,7569306,466.89526276831975
46,91997,3680,66322212,720.9171168625064
47,3633,146,30164,8.302780071566199
48,43538,1742,852043,19.570099683035508
49,53148,2126,16073524,302.42951757356815
50,17977,720,3990229,221.96300828836848
51,210564,8423,113952077,541.1754953363348
54,175587,7024,197249560,1123.372231429434
