Table Number,Players,Pages,Total KC,Average KC/Player
11,82082,3284,35789957,436.02686338052195
12,77557,3103,69867126,900.8487435047771
13,345544,13822,92122761,266.6021143472322
14,37299,1492,1188390,31.861175902839218
15,48203,1929,11605433,240.76163309337593
16,115345,4614,86075012,746.2396462785556
17,97960,3919,36546436,373.0750918742344
18,11639,466,1278322,109.8309133087035
19,33363,1335,5635228,168.90651320324912
20,47304,1893,8337306,176.24949264332827
21,79287,3172,28126608,354.7442582012184
22,61151,2447,16039179,262.2880901375284
23,59557,2383,8074739,135.5800157831993
24,147191,5888,59399785,403.555822027162
25,206007,8241,81006997,393.22448751741445
26,148282,5932,60569127,408.47255229899787
27,4777,192,496278,103.88905170609169
28,161507,6461,64026989,396.4347613416137
29,117906,4717,49488217,419.7260275134429
30,84889,3396,20974645,247.0831909905877
31,207290,8292,8781469,42.363206136330746
32,70080,2804,20914328,298.43504566210044
33,247409,9897,72175733,291.72638424632896
34,233839,9354,314513593,1345.000590149633
35,62177,2488,24565153,395.0842433697348
36,73851,2955,17678494,239.38056356718258
37,34957,1399,140312,4.013845581714678
39,60567,2423,1534355,25.33318473756336
40,38479,1540,8694810,225.9624730372411
41,35606,1425,8721166,244.935291804752
42,200833,8034,5487322,27.322810494291275
43,10044,402,985581,98.1263440860215
44,18351,735,2217055,120.81385210615225
45,20554,823,9702629,472.0555123090396
46,105410,4217,76320690,724.0365240489517
47,4842,194,40959,8.45910780669145
48,50261,2011,982052,19.539046178945902
49,58963,2359,18210586,308.84768414090195
50,21141,846,4710191,222.7988742254387
51,246576,9864,151860499,615.8770480500941
54,199386,7976,225505138,1130.9978534099687
