Table Number,Players,Pages,Total KC,Average KC/Player
11,63195,2528,27512878,435.36479151831634
12,59262,2371,48281579,814.713965104114
13,284279,11372,74930922,263.5823328490673
14,24235,970,757967,31.275716938312357
15,39529,1582,9377827,237.23916618179058
16,91279,3652,67999158,744.9594978034378
17,74330,2974,27735850,373.144759854702
18,5179,208,470603,90.86754199652442
19,24784,992,4108605,165.7765090380891
20,39002,1561,6935577,177.82618840059484
21,63298,2532,23028347,363.80844576447913
22,48838,1954,12613872,258.2798640402965
23,47689,1908,6488289,136.05420537230808
24,121427,4858,49972023,411.53963286583706
25,168735,6750,68152955,403.90526565324325
26,122125,4885,50965181,417.31980348004095
27,2485,100,262215,105.51911468812877
28,131335,5254,50829676,387.0230783873301
29,90657,3627,37445715,413.04824779112477
30,61973,2479,14938559,241.04947315766543
31,148873,5955,5858689,39.35360340693074
32,56499,2260,17056314,301.88700684967876
33,203919,8157,58837218,288.5322995895429
34,190908,7637,253608292,1328.4319777065393
35,48453,1939,19147645,395.17976183105276
36,57830,2314,13600668,235.18360712432994
37,22200,888,80874,3.642972972972973
39,45545,1822,1142829,25.092304314414317
40,22410,897,4668951,208.34230254350737
41,29626,1186,7201261,243.0723351110511
42,160152,6407,4329835,27.03578475448324
43,5622,225,574215,102.13713980789754
44,6701,269,678400,101.23862110132816
45,14041,562,6519177,464.2957766540845
46,84332,3374,60824877,721.2550040316843
47,3176,128,26453,8.329030226700253
48,40031,1602,786099,19.63725612650196
49,49788,1992,14900136,299.2716317184864
50,16572,663,3662519,221.0064566739078
51,187834,7514,100868774,537.0102004961828
54,159933,6398,180614221,1129.3117805581087
