Table Number,Players,Pages,Total KC,Average KC/Player
11,58619,2345,25629982,437.22994251010766
12,55347,2214,44191233,798.4395360182124
13,265409,10617,70126870,264.2218990313064
14,21576,864,669066,31.009733036707452
15,37255,1491,8831273,237.049335659643
16,85971,3439,64266674,747.5389840760256
17,69137,2766,26020417,376.3602267960716
18,4777,192,425228,89.01570023027004
19,23135,926,3831774,165.62671277285497
20,37027,1482,6583819,177.81129986226267
21,59757,2391,21854851,365.7287179744632
22,46085,1844,11923063,258.71895410654224
23,44672,1787,6086280,136.24373209169053
24,114509,4581,47542894,415.18914670462584
25,158447,6338,64718830,408.4572759345396
26,115157,4607,48494068,421.11263752963345
27,2218,89,234732,105.83047790802524
28,124143,4966,48201141,388.27111476281385
29,85047,3402,35299179,415.0549578468376
30,57742,2310,13914144,240.97093969727408
31,135318,5413,5315285,39.27995536440089
32,53432,2138,16210117,303.3784436292858
33,193100,7724,55884971,289.4094821336095
34,180210,7209,239818826,1330.7742411630875
35,45626,1826,18043132,395.4572392933853
36,54452,2179,12807238,235.20234334827003
37,19602,785,70113,3.576828895010713
39,42247,1690,1055228,24.97758420716264
40,18972,759,3858656,203.38688593717058
41,28310,1133,6889653,243.36464146944542
42,150467,6019,4070334,27.051340160965527
43,4802,193,496161,103.32382340691379
44,4724,189,437651,92.64415749364944
45,12973,519,6003330,462.7557234255762
46,79655,3187,57541924,722.389354089511
47,2957,119,24625,8.327696990192763
48,37859,1515,745853,19.70081090361605
49,47266,1891,14076329,297.8108788558372
50,15575,623,3429144,220.16975922953452
51,173160,6927,91981425,531.1932605682606
54,149159,5967,169193157,1134.3141010599427
