Table Number,Players,Pages,Total KC,Average KC/Player
11,77388,3096,33717841,435.698570837856
12,73654,2947,65240243,885.7664621066066
13,333936,13358,88000792,263.52592113458866
14,33788,1352,1072220,31.733751627796853
15,46180,1848,11069391,239.7009744478129
16,109812,4393,81750121,744.455259898736
17,93833,3754,34811783,370.9972291198193
18,10488,420,1128486,107.59782608695652
19,31307,1253,5276547,168.54208324016994
20,45305,1813,7994749,176.46504800794614
21,75537,3022,26919641,356.37688814753034
22,58108,2325,15155181,260.81057685688717
23,56796,2272,7715393,135.8439502781886
24,141883,5676,57463117,405.0035381264845
25,198211,7929,78334343,395.20684018545893
26,142898,5716,58586692,409.98958697812424
27,4131,166,426749,103.30404260469619
28,155235,6210,60889706,392.24212323251845
29,111293,4452,46269377,415.74382036606073
30,79676,3188,19485460,244.5587127867865
31,194458,7779,8100306,41.65581256620967
32,67346,2694,20084769,298.23254536275357
33,237955,9519,69034147,290.11429471958985
34,224614,8985,301078936,1340.4281834614048
35,59011,2361,23262707,394.20967277287286
36,69925,2797,16653726,238.16554880228816
37,32193,1288,126631,3.933494859130867
39,56803,2273,1435675,25.27463338203968
40,34699,1388,7709904,222.1938384391481
41,34149,1366,8339775,244.21725379952562
42,192054,7683,5231388,27.23915148864382
43,9093,364,897843,98.74001979544705
44,16245,650,1898402,116.86069559864573
45,19197,768,8984792,468.03104651768507
46,100770,4031,72854782,722.9808673216235
47,4410,177,36883,8.363492063492064
48,47957,1919,936368,19.52515795400046
49,56991,2280,17480799,306.7291151234405
50,20011,801,4440435,221.8997051621608
51,234584,9384,136702684,582.7451318077959
54,191947,7678,215450078,1122.4456646886902
