Table Number,Players,Pages,Total KC,Average KC/Player
11,76145,3046,33166348,435.56829732746735
12,72450,2898,63800271,880.6110559006211
13,330254,13211,86795646,262.81482131934814
14,32848,1314,1041290,31.70025572333171
15,45682,1828,10921832,239.08392802416708
16,108303,4333,80569952,743.930934507816
17,92476,3700,34259851,370.4728902634197
18,10058,403,1075484,106.92821634519785
19,30676,1228,5160509,168.22626809231974
20,44701,1789,7890022,176.5066105903671
21,74472,2979,26593257,357.0906783757654
22,57232,2290,14924199,260.7666864691082
23,55960,2239,7602241,135.85134024303073
24,140178,5608,56859737,405.62525503288674
25,195862,7835,77515735,395.7670962208085
26,141226,5650,57977230,410.5280189200289
27,3935,158,408658,103.85209656925032
28,153287,6132,59909819,390.8343108026121
29,109419,4377,45384109,414.77356766192344
30,78091,3124,19024254,243.61647308908837
31,190745,7630,7899796,41.41548140187161
32,66376,2656,19796490,298.2477100156683
33,235082,9404,68081173,289.6060651177036
34,221780,8872,296962974,1338.9979889981062
35,58097,2324,22885436,393.91768938155155
36,68876,2756,16365054,237.6016899936117
37,31285,1252,122175,3.9052261467156786
39,55720,2229,1406809,25.247828427853552
40,33405,1337,7386844,221.1298907349199
41,33717,1349,8231115,244.1235875077854
42,189315,7573,5151377,27.210611943057867
43,8730,350,865269,99.11443298969073
44,15515,621,1789276,115.32555591363197
45,18725,749,8745120,467.0291054739653
46,99392,3976,71806780,722.4603589826143
47,4282,172,35663,8.328584773470341
48,47216,1889,922281,19.533230260928498
49,56569,2263,17279867,305.46530785412506
50,19706,789,4370639,221.79229676240737
51,230678,9228,132170378,572.9648167575582
54,189119,7565,212192189,1122.003548030605
