Table Number,Players,Pages,Total KC,Average KC/Player
11,62869,2515,27380530,435.5171865307226
12,58954,2359,47970869,813.6999864300981
13,282983,11320,74649562,263.7952173805494
14,24052,963,752099,31.26970730084816
15,39376,1576,9337638,237.14033929297034
16,90886,3636,67705570,744.9504874238056
17,73940,2958,27599242,373.26537733297266
18,5148,206,466813,90.67851592851594
19,24657,987,4087776,165.78561868840492
20,38862,1555,6914342,177.920384951881
21,63031,2522,22953212,364.15750979676665
22,48661,1947,12562006,258.15346992458024
23,47501,1901,6463998,136.0813035515042
24,120959,4839,49808426,411.7794128589026
25,168002,6721,67924392,404.30704396376234
26,121620,4865,50797222,417.67161651044233
27,2462,99,259980,105.59707554833469
28,130821,5233,50620917,386.94794413740914
29,90291,3612,37295600,413.0599949053616
30,61677,2468,14872883,241.14147899541157
31,147815,5913,5816760,39.35162195988229
32,56273,2251,16997043,302.04615001865903
33,203179,8128,58636890,288.59719754502186
34,190061,7603,252548138,1328.7741198878255
35,48257,1931,19072579,395.22927243715935
36,57602,2305,13545253,235.15247734453663
37,22007,881,80114,3.640387149543327
39,45319,1813,1136929,25.08724817405503
40,22184,888,4613555,207.96767940858277
41,29528,1182,7176977,243.05665808723924
42,159431,6378,4310245,27.035175091418857
43,5581,224,570074,102.14549363913277
44,6587,264,663057,100.66145437983907
45,13968,559,6480975,463.98732817869416
46,83980,3360,60566603,721.2027030245297
47,3162,127,26311,8.32099936748893
48,39867,1595,783088,19.642511350239545
49,49621,1985,14838581,299.03833054553513
50,16489,660,3643380,220.95821456728729
51,186796,7472,100179339,536.3034486819846
54,159390,6376,180483452,1132.3386159733986
