Table Number,Players,Pages,Total KC,Average KC/Player
11,64909,2597,28234460,434.98528709423965
12,60790,2432,49958123,821.8148215166968
13,290647,11626,76577815,263.4736123200996
14,25189,1008,789812,31.35543292707134
15,40258,1611,9560390,237.47801679169356
16,93271,3731,69450468,744.6094498826002
17,76670,3067,28515427,371.9241815573236
18,5434,218,493538,90.82407066617593
19,25376,1016,4215405,166.11778846153845
20,39664,1587,7056692,177.91175877369906
21,64605,2585,23450139,362.9771534710936
22,49826,1994,12866731,258.2332717858146
23,48704,1949,6615788,135.83664586070958
24,123922,4957,50872319,410.5188667064767
25,172339,6894,69400548,402.69786873545746
26,124684,4988,51881556,416.1043598216291
27,2604,105,275747,105.8936251920123
28,134066,5363,51882917,386.99533811704686
29,92684,3708,38266138,412.86670838548184
30,63528,2542,15297313,240.79638899382948
31,154320,6173,6084814,39.42984707102126
32,57641,2306,17385915,301.6241043701532
33,207797,8312,59930150,288.40719548405417
34,194707,7789,258761736,1328.980139388928
35,49579,1984,19566808,394.6591903830251
36,59067,2363,13903633,235.38749216990874
37,23203,929,85076,3.666594836874542
39,46773,1871,1174327,25.106942039210654
40,23659,947,4955994,209.47605562365274
41,30119,1205,7339067,243.66901291543545
42,163795,6552,4427112,27.028370829390397
43,5908,237,600151,101.58276912660799
44,7436,298,762586,102.55325443786982
45,14523,581,6755653,465.1692487778007
46,86173,3447,62156915,721.303830666218
47,3256,131,27264,8.373464373464374
48,40828,1634,801366,19.6278534339179
49,50634,2026,15198775,300.1693526089189
50,16942,678,3747473,221.19425097391098
51,193433,7738,104450340,539.9820092745292
54,163990,6560,184688276,1126.2166961400085
