Table Number,Players,Pages,Total KC,Average KC/Player
11,73717,2949,32086067,435.2600756948872
12,69988,2800,60841352,869.3111962050638
13,322491,12900,84638337,262.4517800496758
14,30914,1237,979648,31.68946108559229
15,44385,1776,10581028,238.39197927227667
16,105231,4210,78209747,743.2196501031065
17,89385,3576,33084985,370.14023605750407
18,9218,369,963089,104.47917118680841
19,29386,1176,4934567,167.92237800313075
20,43395,1736,7676681,176.9024311556631
21,72264,2891,25916601,358.6377864496845
22,55630,2226,14492280,260.5119539816646
23,54054,2163,7335429,135.7055722055722
24,136842,5474,55629727,406.5252407886468
25,191028,7642,75847239,397.0477573968214
26,137822,5513,56721987,411.5597437274165
27,3531,142,373168,105.68337581421693
28,149226,5970,58012611,388.75672469944914
29,105633,4226,43672061,413.4319862164286
30,74751,2991,18123495,242.45153910984467
31,183355,7335,7498014,40.893425322461894
32,64443,2578,19243724,298.61620346662943
33,229230,9170,66232327,288.9339397112071
34,216177,8648,288678754,1335.3814420590534
35,56257,2251,22146717,393.6704232362195
36,66585,2664,15792552,237.17882405947284
37,29463,1179,113463,3.851033499643621
39,53524,2141,1349460,25.212241237575668
40,30973,1239,6797669,219.47079714590126
41,32727,1310,7991029,244.1723653252666
42,183870,7355,4992288,27.151182900962638
43,8132,326,809233,99.51217412690605
44,14064,563,1565153,111.28789817974972
45,17749,710,8281201,466.5728210040002
46,96656,3867,69684844,720.9572504552226
47,4014,161,33213,8.274289985052317
48,45732,1830,893657,19.541174669815447
49,55214,2209,16801993,304.30675191074727
50,18974,759,4212574,222.0182354801307
51,223016,8921,125247992,561.6098934605589
54,183920,7357,206563041,1123.1135330578513
