Table Number,Players,Pages,Total KC,Average KC/Player
11,80681,3228,35154977,435.72807724247343
12,76387,3056,68513566,896.9270425595978
13,341873,13675,90789807,265.5658885024556
14,36269,1451,1155460,31.858060602718574
15,47634,1906,11455935,240.49911827686105
16,113430,4538,84513711,745.0737106585559
17,96801,3873,36062970,372.5474943440667
18,11316,453,1238034,109.40562036055144
19,32769,1311,5531859,168.81378742103817
20,46668,1867,8232829,176.41272392217365
21,78096,3124,27748791,355.31641825445604
22,60333,2414,15787951,261.68019160326855
23,58672,2347,7967229,135.79269498227433
24,145610,5825,58829176,404.0187899182748
25,203653,8147,80213795,393.87485084923867
26,146693,5868,59979739,408.87935347971614
27,4599,184,481501,104.69689062839748
28,159692,6388,63121999,395.27339503544323
29,115724,4629,48489125,419.0066451211503
30,83402,3337,20561730,246.53761300688234
31,203365,8135,8576722,42.17403191306272
32,69179,2768,20657406,298.60804579424394
33,244572,9783,71225250,291.22405671949366
34,230867,9235,310356196,1344.3073111358487
35,61274,2451,24171758,394.48637268662077
36,72706,2909,17379085,239.03233570819464
37,34168,1367,136428,3.9928588152657456
39,59483,2380,1507149,25.33747457256695
40,37419,1497,8409006,224.72556722520645
41,35166,1407,8609812,244.83341864300746
42,198127,7926,5408965,27.300494127504077
43,9799,392,962757,98.25053576895601
44,17791,712,2129483,119.69439604294305
45,20209,809,9502013,470.1871938245336
46,103998,4160,75284206,723.9005173176407
47,4721,189,39825,8.435712772717645
48,49551,1983,968243,19.540332183003372
49,58485,2340,18047029,308.57534410532617
50,20846,834,4633093,222.25333397294446
51,243041,9722,147422216,606.5734423410042
54,198178,7928,225245916,1136.5838589550808
