Table Number,Players,Pages,Total KC,Average KC/Player
11,74017,2961,32221739,435.3288974154586
12,70307,2813,61229854,870.8927133855804
13,323452,12939,84950725,262.6378102469609
14,31135,1246,986769,31.693239119961458
15,44566,1783,10623893,238.38560786249607
16,105599,4224,78503817,743.4143978636162
17,89797,3592,33236852,370.1332115772242
18,9309,373,976928,104.94446234826512
19,29513,1181,4959884,168.05760173482872
20,43542,1742,7702624,176.90101511184602
21,72532,2902,26003149,358.5058870567474
22,55842,2234,14552125,260.59462411804736
23,54273,2171,7363809,135.68089105079875
24,137296,5492,55794045,406.3777895932875
25,191641,7666,76065655,396.91743937883854
26,138300,5532,56888980,411.34475777295734
27,3577,144,377033,105.40480849874196
28,149737,5990,58227015,388.8619045392922
29,106124,4245,43877524,413.45524103878483
30,75199,3008,18241168,242.57194909506777
31,184193,7368,7545038,40.96267502022335
32,64713,2589,19314306,298.46098929117795
33,229959,9199,66453426,288.9794528589879
34,216832,8674,289691173,1336.0166995646398
35,56476,2260,22239121,393.7800304554147
36,66853,2675,15865668,237.321705832199
37,29706,1189,114569,3.856762943513095
39,53745,2150,1355911,25.22859800911713
40,31276,1252,6870580,219.6757897429339
41,32864,1315,8019569,244.02291260954235
42,184526,7382,5011638,27.15952223534895
43,8208,329,815987,99.41362085769981
44,14229,570,1592274,111.90343664347459
45,17864,715,8338204,466.7601880877743
46,96986,3880,69951896,721.2576660548946
47,4056,163,33529,8.266518737672584
48,45921,1837,897226,19.53846823893208
49,55366,2215,16857834,304.4798974099628
50,19072,763,4231438,221.86650587248323
51,224018,8961,126259208,563.611888330402
54,184516,7381,207368645,1123.8518339872965
