Table Number,Players,Pages,Total KC,Average KC/Player
11,65190,2608,28360777,435.0479674796748
12,61069,2443,50273544,823.2252697768098
13,291866,11675,76909215,263.5086478041293
14,25384,1016,795990,31.357942010715412
15,40382,1616,9591549,237.52040513099897
16,93656,3747,69714499,744.3676753224566
17,77109,3085,28659070,371.669584613988
18,5480,220,497708,90.82262773722628
19,25511,1021,4236170,166.05268315628553
20,39778,1592,7080674,178.00477650962844
21,64854,2595,23550200,363.1264070065069
22,49989,2000,12914849,258.3538178399248
23,48884,1956,6639104,135.81343588904346
24,124379,4976,51032946,410.30194807805174
25,173053,6923,69626259,402.3406644207266
26,125153,5007,52044005,415.8430481091144
27,2629,106,277918,105.71243818942564
28,134533,5382,52082654,387.13664305412055
29,93071,3723,38415850,412.758539179766
30,63786,2552,15361387,240.8269369454112
31,155315,6213,6126390,39.44493448797605
32,57835,2314,17436470,301.4864701305438
33,208495,8340,60122352,288.36351950886115
34,195370,7815,259677036,1329.1551210523621
35,49799,1992,19649273,394.5716379846985
36,59302,2373,13965776,235.50261373984014
37,23398,936,85883,3.670527395503889
39,46996,1880,1179672,25.10154055664312
40,23892,956,5009328,209.6654947262682
41,30191,1208,7357987,243.71458381636913
42,164428,6578,4444243,27.028504877514777
43,5963,239,605116,101.47845044440717
44,7556,303,778328,103.00794070937003
45,14602,585,6800383,465.71586084098067
46,86480,3460,62384280,721.3723404255319
47,3276,132,27438,8.375457875457876
48,40979,1640,804335,19.62798018497279
49,50771,2031,15250807,300.3842153985543
50,16994,680,3762244,221.38660703777805
51,194459,7779,105103275,540.4906689842074
54,164663,6587,185464372,1126.326934405422
