Table Number,Players,Pages,Total KC,Average KC/Player
11,74384,2976,32387072,435.4037427403743
12,70704,2829,61688634,872.4914290563476
13,324563,12983,85290581,262.78590289096417
14,31405,1257,995144,31.687438306002228
15,44789,1792,10680250,238.45698720668022
16,106105,4245,78863173,743.2559540078224
17,90283,3612,33406359,370.018264789606
18,9429,378,993934,105.41245094919928
19,29697,1188,4993220,168.1388692460518
20,43741,1750,7732971,176.78999108388012
21,72913,2917,26104973,358.0290620328337
22,56043,2242,14624888,260.9583355637635
23,54583,2184,7412941,135.81043548357547
24,137795,5512,55971177,406.1916397547081
25,192371,7695,76306519,396.6633172359659
26,138815,5553,57072931,411.14383171847425
27,3631,146,381747,105.13549986229688
28,150376,6016,58536105,389.264942544023
29,106728,4270,44133555,413.514307398246
30,75711,3029,18383250,242.8081784681222
31,185366,7415,7608492,41.04577970070024
32,64990,2600,19395094,298.43197414986923
33,230861,9235,66737196,289.0795586954921
34,217710,8709,290980028,1336.548748334941
35,56763,2271,22356419,393.8554868488276
36,67189,2688,15950285,237.3942907321139
37,29977,1200,115862,3.8650298562231042
39,54070,2163,1365136,25.2475679674496
40,31612,1265,6954767,220.0040174617234
41,33009,1321,8056448,244.06822381774668
42,185356,7415,5035982,27.169241891279484
43,8287,332,823943,99.42596838421625
44,14447,578,1626468,112.58171246625596
45,17995,720,8404223,467.03100861350373
46,97409,3897,70272661,721.4185650196594
47,4099,164,33906,8.271773603317882
48,46144,1846,901530,19.537317961165048
49,55571,2223,16910554,304.3053751057206
50,19190,768,4255283,221.74481500781658
51,225249,9010,127538954,566.2131862960546
54,185425,7417,208535487,1124.635227180801
