Table Number,Players,Pages,Total KC,Average KC/Player
11,68597,2744,29795475,434.3553653949881
12,64403,2577,54154072,840.8625685138891
13,304202,12169,79561988,261.5432771645157
14,27395,1096,863638,31.52538784449717
15,41864,1675,9952915,237.74400439518442
16,98269,3931,72959766,742.4494601552881
17,82166,3287,30395390,369.9266119806246
18,7281,292,712676,97.8816096690015
19,26860,1075,4481873,166.86049888309753
20,41118,1645,7304771,177.65384989542292
21,67595,2704,24423623,361.322923293143
22,52120,2085,13500778,259.03257866462013
23,50827,2034,6895432,135.6647451157849
24,129406,5177,52831303,408.2600729487041
25,180126,7206,72054492,400.0227174311315
26,130251,5211,53863604,413.5369709253672
27,2891,116,310693,107.46904185402975
28,140169,5607,54370330,387.8912598363404
29,97683,3908,40261541,412.16527952663205
30,67298,2692,16180028,240.42360842818508
31,166601,6665,6636743,39.83615344445712
32,60221,2409,18086036,300.3277262084655
33,216380,8656,62375648,288.2690082262686
34,203291,8132,270395652,1330.0916026779346
35,52241,2090,20575135,393.850328286212
36,61954,2479,14618403,235.95575749749815
37,25634,1026,95574,3.7284075836779276
39,49445,1978,1242463,25.128182829406413
40,26453,1059,5654705,213.7642233395078
41,31130,1246,7586581,243.70642467073563
42,171747,6870,4646355,27.053485650404372
43,6525,261,658744,100.95693486590038
44,8941,358,963006,107.70674421205682
45,15663,627,7300562,466.1024069463066
46,90294,3612,65077389,720.7277227722773
47,3517,141,29137,8.284617571794143
48,42724,1709,836837,19.587047092968824
49,52676,2108,15885855,301.57671425317034
50,17751,711,3937791,221.83488254182862
51,205971,8239,113430188,550.709507649135
54,172526,6902,194189419,1125.566111774457
