Table Number,Players,Pages,Total KC,Average KC/Player
11,62576,2504,27239292,435.2993479928407
12,58673,2347,47665409,812.3908612138463
13,281572,11263,74260418,263.7350943985908
14,23846,954,745409,31.259288769604964
15,39223,1569,9300234,237.11174565943452
16,90522,3621,67429139,744.8922803296437
17,73576,2944,27465998,373.3010492551919
18,5120,205,462735,90.3779296875
19,24546,982,4067548,165.71123604660636
20,38723,1549,6889218,177.91023422771997
21,62796,2512,22873394,364.249219695522
22,48480,1940,12514992,258.14752475247525
23,47280,1892,6434293,136.08910744500847
24,120485,4820,49635408,411.963381333776
25,167282,6692,67680311,404.5881266364582
26,121140,4846,50624230,417.89854713554564
27,2438,98,257565,105.64602132895816
28,130264,5211,50443346,387.2393447153473
29,89853,3595,37138583,413.32602139049334
30,61357,2455,14806403,241.31562820868035
31,146703,5869,5773112,39.352378615297575
32,56054,2243,16937067,302.1562600349663
33,202421,8097,58426691,288.6394741652299
34,189280,7572,251534224,1328.9001690617076
35,48077,1924,18998530,395.1687917299332
36,57381,2296,13495609,235.19299071121102
37,21824,873,79294,3.6333394428152492
39,45102,1805,1130865,25.073500066515898
40,21921,877,4553649,207.72998494594225
41,29415,1177,7154020,243.2099269080401
42,158751,6351,4291676,27.034009234587497
43,5520,221,564681,102.29728260869565
44,6471,259,647087,99.99799103693401
45,13888,556,6442610,463.8976094470046
46,83610,3345,60321837,721.4667743092931
47,3144,126,26169,8.323473282442748
48,39699,1588,779993,19.647673744930604
49,49439,1978,14772873,298.8101094277797
50,16419,657,3628111,220.97027833607407
51,185753,7431,99588120,536.1319601836848
54,158748,6350,179532966,1130.9305692040214
