Table Number,Players,Pages,Total KC,Average KC/Player
11,61567,2463,26820849,435.63676969805255
12,57843,2314,46778768,808.7196030634649
13,277381,11096,73133581,263.6574999729614
14,23227,930,725426,31.232014465923278
15,38714,1549,9179397,237.10794544609186
16,89356,3575,66640431,745.7857446618023
17,72439,2898,27079363,373.82298209528017
18,5026,202,452549,90.04158376442498
19,24171,967,4002980,165.61085598444416
20,38285,1532,6804921,177.74378999608203
21,62065,2483,22619240,364.44437283493113
22,47883,1916,12366020,258.25491301714595
23,46610,1865,6341713,136.05906457841664
24,118957,4759,49097943,412.7368965256353
25,165051,6603,66911408,405.3983798946992
26,119647,4786,50078392,418.55117136242444
27,2376,96,251456,105.83164983164983
28,128725,5149,49857302,387.316387648087
29,88712,3549,36681623,413.4911060510416
30,60454,2419,14587614,241.3010553478678
31,143568,5743,5649037,39.34746600913853
32,55435,2218,16757568,302.2921980698115
33,200197,8008,57795923,288.6952501785741
34,186914,7477,248485972,1329.4133772751104
35,47471,1899,18770262,395.4048155716121
36,56668,2267,13328124,235.19665419637184
37,21260,851,76879,3.6161335841956728
39,44389,1776,1111067,25.03023271531235
40,21188,848,4373194,206.3995657919577
41,29145,1166,7082494,243.00888660147538
42,156601,6265,4235316,27.0452679101666
43,5356,215,550082,102.70388349514563
44,6121,245,597494,97.61378859663454
45,13639,546,6324037,463.67306987315783
46,82566,3303,59590471,721.731354310491
47,3103,125,25780,8.308088946181115
48,39226,1570,771293,19.662800183551727
49,48891,1956,14587497,298.3677363932012
50,16195,648,3574113,220.69237418956467
51,182553,7303,97589981,534.5843727575005
54,156297,6252,176678318,1130.4012105158768
