Table Number,Players,Pages,Total KC,Average KC/Player
11,61749,2470,26899162,435.6210141054916
12,57988,2320,46929331,809.2938366558599
13,278074,11123,73297030,263.5882175248315
14,23348,934,729372,31.239163954086003
15,38811,1553,9202901,237.12094509288605
16,89555,3583,66771991,745.5975769080453
17,72615,2905,27136761,373.7073745093989
18,5040,202,454055,90.09027777777777
19,24233,970,4014021,165.6427598729006
20,38359,1535,6817869,177.73844469355302
21,62180,2488,22663003,364.47415567706656
22,47966,1919,12389886,258.30559146061796
23,46719,1869,6356464,136.05736424152914
24,119203,4769,49188067,412.64118352726024
25,165447,6618,67042664,405.22139416248103
26,119884,4796,50169692,418.48530245904374
27,2391,96,252565,105.63153492262651
28,129001,5161,49959802,387.28228463345243
29,88882,3556,36764483,413.63249026799576
30,60605,2425,14627355,241.3555812226714
31,144116,5765,5670261,39.3451178217547
32,55537,2222,16789452,302.3111079100419
33,200559,8023,57915844,288.77210197497993
34,187282,7492,248975776,1329.4164735532513
35,47576,1904,18810578,395.3795611232554
36,56791,2272,13360093,235.25018048634468
37,21349,854,77290,3.6203100847814884
39,44498,1780,1114311,25.04182210436424
40,21313,853,4402990,206.58705954112514
41,29197,1168,7093626,242.95735863273623
42,156951,6279,4244440,27.04308988155539
43,5378,216,552258,102.68835998512458
44,6175,247,606543,98.22558704453441
45,13668,547,6343862,464.13974246414983
46,82743,3310,59719732,721.7496585813906
47,3111,125,25848,8.308582449373192
48,39295,1572,772638,19.662501590533147
49,48998,1960,14620562,298.3909955508388
50,16240,650,3583642,220.66761083743842
51,183095,7324,97903248,534.7128430596139
54,156418,6257,176948042,1131.251147566137
