Table Number,Players,Pages,Total KC,Average KC/Player
11,83151,3327,36261423,436.0912436410867
12,78413,3137,70929949,904.5687449785112
13,348872,13955,93616416,268.3402967277397
14,38225,1529,1216817,31.833015042511445
15,48821,1953,11772982,241.14585936379837
16,116614,4665,87010606,746.1420241137428
17,99004,3961,36979454,373.51474687891397
18,11833,474,1309604,110.67387813741232
19,33862,1355,5722824,169.00431161774262
20,47797,1912,8421530,176.19369416490574
21,80274,3211,28435934,354.2359169843287
22,61768,2471,16236431,262.8615302421966
23,60317,2413,8173720,135.51270786013893
24,148510,5941,59868933,403.13065113460374
25,207965,8319,81666671,392.69430433005556
26,149608,5985,61058080,408.1204213678413
27,4913,197,507259,103.24832078159984
28,163253,6531,64983505,398.0539714430975
29,119654,4787,50337182,420.6895047386631
30,85997,3440,21279909,247.44943428259126
31,210519,8421,8950646,42.517045967347364
32,70768,2831,21113063,298.341948338232
33,250021,10001,73019974,292.0553633494786
34,236312,9453,317927070,1345.3699769795862
35,63043,2522,24925292,395.36970004600033
36,74861,2995,17949268,239.7679432548323
37,35446,1418,142770,4.027816961011116
39,61654,2467,1563529,25.359733350634183
40,39236,1570,8881562,226.36257518605362
41,35922,1437,8805450,245.1269417070319
42,203032,8122,5550858,27.339818353757043
43,10259,411,1004709,97.93439906423627
44,18888,756,2288455,121.15920160948751
45,20866,835,9875767,473.2946899261957
46,106542,4262,77155953,724.1834487807625
47,4901,197,41648,8.497857580085697
48,50802,2033,992941,19.545313176646587
49,59491,2380,18419743,309.62234623724595
50,21463,859,4790377,223.19233098821226
51,249768,9991,156695184,627.3629287979245
54,201356,8055,229130849,1137.9390184548758
