Table Number,Players,Pages,Total KC,Average KC/Player
11,67821,2713,29442350,434.1184883738075
12,63631,2546,53170961,835.6141031886973
13,301274,12051,78768067,261.44993261947593
14,26915,1077,846813,31.462493033624373
15,41502,1661,9861192,237.60763336706665
16,97199,3888,72179523,742.5953250547846
17,81001,3241,29971275,370.0111727015716
18,6952,279,667971,96.08328538550057
19,26555,1063,4426925,166.707776313312
20,40824,1633,7253249,177.67119831471683
21,66947,2678,24207558,361.59287197335203
22,51572,2063,13348168,258.82587450554564
23,50392,2016,6833434,135.60553262422607
24,128274,5131,52416225,408.6270405538145
25,178548,7142,71509829,400.50758899567626
26,129124,5165,53447113,413.92082804126267
27,2814,113,300259,106.70184790334044
28,138836,5554,53823930,387.67992451525544
29,96562,3863,39775397,411.915629336592
30,66433,2658,15966169,240.33490885553866
31,163894,6556,6508876,39.71393705687822
32,59670,2387,17928803,300.46594603653426
33,214534,8582,61852898,288.3127989036703
34,201455,8059,267891995,1329.785783425579
35,51643,2066,20348991,394.03193075537826
36,61313,2453,14458219,235.81000766558478
37,25057,1003,93024,3.7124955102366606
39,48880,1956,1226721,25.096583469721768
40,25792,1032,5489745,212.84681296526054
41,30920,1237,7530705,243.5544954721863
42,169997,6800,4598116,27.048218497973494
43,6393,256,645303,100.93899577663069
44,8608,345,918902,106.74976765799256
45,15386,616,7172912,466.1973222409983
46,89410,3577,64448268,720.8172240241583
47,3445,138,28774,8.352394775036284
48,42283,1692,828947,19.604734763380083
49,52246,2090,15742519,301.31529686483174
50,17557,703,3893417,221.7586717548556
51,203258,8131,111669269,549.396673193675
54,170782,6832,192425243,1126.7302350364791
