Table Number,Players,Pages,Total KC,Average KC/Player
11,75018,3001,32670997,435.5087712282386
12,71337,2854,62490579,875.9911266243324
13,326822,13073,86002928,263.1491392868289
14,31944,1278,1011919,31.67790508389682
15,45143,1806,10779455,238.78463992202558
16,106932,4278,79496811,743.4333127595107
17,91128,3646,33735989,370.2044267404091
18,9698,388,1026692,105.86636419880388
19,30028,1202,5048769,168.13537365125882
20,44061,1763,7789603,176.79133474047345
21,73497,2940,26287092,357.6621086574962
22,56454,2259,14722957,260.7956389272682
23,55084,2204,7478857,135.77185752668652
24,138752,5551,56309102,405.8255160285978
25,193718,7749,76763380,396.26353771977824
26,139745,5590,57415462,410.8587928011736
27,3731,150,389705,104.45054945054945
28,151469,6059,59063742,389.9394727634037
29,107743,4310,44607608,414.0186183789202
30,76570,3063,18618108,243.15146924382918
31,187333,7494,7716836,41.19314803051251
32,65476,2620,19536468,298.3760156393182
33,232539,9302,67256841,289.2282197824881
34,219222,8769,293238709,1337.6335814836102
35,57291,2292,22560594,393.789495732314
36,67849,2714,16105387,237.3710297867323
37,30456,1219,118212,3.88140267927502
39,54702,2189,1381309,25.251526452414904
40,32227,1290,7099456,220.29528035498186
41,33261,1331,8118759,244.0924506178407
42,186820,7473,5079024,27.186725190022482
43,8431,338,837555,99.34230814849958
44,14816,593,1685368,113.75323974082073
45,18274,731,8534319,467.01975484294627
46,98140,3926,70839711,721.8230181373548
47,4177,168,34570,8.276274838400766
48,46555,1863,909387,19.533605412952422
49,55992,2240,17057531,304.6422881840263
50,19387,776,4298554,221.7235260741734
51,227401,9097,128523266,565.1833808998201
54,186932,7478,210111204,1123.9980527678515
