Table Number,Players,Pages,Total KC,Average KC/Player
11,62086,2484,27038704,435.50404277937054
12,58251,2331,47216660,810.5725223601312
13,279430,11178,73671036,263.6475539491107
14,23523,941,735249,31.256599923479147
15,38977,1560,9241081,237.0906175436796
16,89925,3597,67034798,745.4522991381707
17,72959,2919,27255093,373.5672500993709
18,5059,203,456969,90.32793042103182
19,24347,974,4034291,165.6997165975274
20,38494,1540,6852061,178.00335117161117
21,62402,2497,22741324,364.432614339284
22,48176,1928,12438703,258.1929383925606
23,46946,1878,6387276,136.05580880160184
24,119716,4789,49358466,412.2963179524875
25,166146,6646,67280758,404.94961058346274
26,120392,4816,50343385,418.16221177486875
27,2410,97,254305,105.52074688796681
28,129469,5179,50141754,387.287721385042
29,89252,3571,36924562,413.71131179133243
30,60914,2437,14698620,241.30117871096957
31,145101,5805,5710683,39.35660677734819
32,55745,2230,16848732,302.2465153825455
33,201260,8051,58113517,288.74846964126004
34,188051,7523,249979204,1329.3160047008523
35,47769,1911,18879694,395.2289978856581
36,57006,2281,13411615,235.26672630951128
37,21524,861,78043,3.6258595056680916
39,44721,1789,1121219,25.071420585407303
40,21553,863,4461159,206.98552405697583
41,29267,1171,7116532,243.15891618546485
42,157663,6307,4263096,27.03929266853986
43,5429,218,556545,102.51335420887824
44,6298,252,623550,99.00762146713242
45,13760,551,6382810,463.8670058139535
46,83067,3323,59957344,721.7949847713292
47,3124,125,25974,8.314340588988477
48,39448,1578,775367,19.655419793145406
49,49151,1967,14674119,298.5517893837358
50,16309,653,3601074,220.80286958121283
51,184142,7366,98553627,535.2044997882069
54,157132,6286,177783746,1131.4292823867831
