Table Number,Players,Pages,Total KC,Average KC/Player
11,81197,3248,35376981,435.69320295084793
12,76779,3072,68969884,898.290991026192
13,343038,13722,91300112,266.1515983651957
14,36620,1465,1167358,31.87760786455489
15,47870,1915,11513556,240.51715061625234
16,114028,4562,85001841,745.44709194233
17,97230,3890,36240029,372.7247660187185
18,11427,458,1252164,109.57941716986086
19,32946,1318,5564723,168.90435864748378
20,46888,1876,8272495,176.4309631462208
21,78490,3140,27868742,355.0610523633584
22,60610,2425,15875743,261.9327338722983
23,59035,2362,8015922,135.78253578385704
24,146151,5847,59020994,403.83571785345293
25,204491,8180,80477992,393.55273337212884
26,147245,5890,60178158,408.6940677102788
27,4655,187,486126,104.43093447905478
28,160345,6414,63449634,395.7069693473448
29,116395,4656,48807728,419.3283903947764
30,83938,3358,20707145,246.69571588553455
31,204592,8184,8643636,42.24816219598029
32,69459,2779,20737892,298.5630659813703
33,245613,9825,71564571,291.3712669931966
34,231780,9272,311705085,1344.8316722754337
35,61599,2464,24299088,394.4721180538645
36,73136,2926,17485417,239.08084937650403
37,34456,1379,137839,4.00043533782215
39,59807,2393,1516007,25.34832043071881
40,37841,1514,8518217,225.10549404085515
41,35330,1414,8650891,244.85963770166998
42,199025,7961,5434356,27.304891345308377
43,9881,396,970974,98.26677461795364
44,18013,721,2162012,120.02509298839726
45,20330,814,9572742,470.8677816035416
46,104457,4179,75635436,724.0820241821993
47,4766,191,40243,8.443768359211079
48,49795,1992,973014,19.540395622050408
49,58724,2349,18130208,308.7359171718548
50,20959,839,4661883,222.42869411708574
51,244226,9770,148992454,610.0597561275213
54,199161,7967,226889063,1139.224361195214
