Table Number,Players,Pages,Total KC,Average KC/Player
11,56476,2260,24762894,438.46756144202845
12,53585,2144,42424181,791.7174769058505
13,256142,10246,67745658,264.48477016654823
14,20340,814,627955,30.87291052114061
15,36072,1443,8559914,237.30078731426036
16,83323,3333,62485776,749.9223023654934
17,66784,2672,25234922,377.8587985146143
18,4622,185,410351,88.78212894850714
19,22377,896,3704077,165.53054475577602
20,36014,1441,6400359,177.71863719664574
21,57962,2319,21233289,366.33119975156137
22,44591,1784,11566586,259.39283711959814
23,43238,1730,5889655,136.21478791803506
24,110884,4436,46301692,417.5687385014971
25,153315,6133,62978972,410.78154127123895
26,111541,4462,47238708,423.5098125353009
27,2113,85,224348,106.17510648367251
28,120588,4824,46850398,388.5162536902511
29,82315,3293,34240982,415.9749984814432
30,55808,2233,13455580,241.10485951834863
31,130281,5212,5103005,39.169218842348464
32,51949,2078,15780321,303.76563552715163
33,187291,7492,54354421,290.213736912078
34,174976,7000,233067085,1331.994587829188
35,44180,1768,17502029,396.15276143051153
36,52545,2102,12391767,235.83151584356267
37,18485,740,65551,3.5461725723559643
39,40697,1628,1015809,24.960291913408852
40,17460,699,3481305,199.38745704467354
41,27586,1104,6727634,243.87856158921193
42,145845,5834,3945339,27.051589015735885
43,4370,175,455022,104.12402745995423
44,3854,155,351347,91.16424494032174
45,12494,500,5790794,463.48599327677283
46,77356,3095,55967349,723.5036584104658
47,2858,115,23729,8.302659202239328
48,36807,1473,726219,19.73045888010433
49,45960,1839,13671990,297.47584856396867
50,15061,603,3312407,219.93274018989442
51,166429,6658,88035335,528.9663159665683
54,143114,5725,162376371,1134.594595916542
