Table Number,Players,Pages,Total KC,Average KC/Player
11,68810,2753,29879307,434.229138206656
12,64611,2585,54381684,841.6784138923713
13,305021,12201,79801731,261.6270060094223
14,27505,1101,867172,31.527794946373387
15,41922,1677,9947705,237.2908019655551
16,98537,3942,73161079,742.473172513878
17,82403,3297,30462276,369.67435651614625
18,7349,294,723360,98.42971832902435
19,26930,1078,4495948,166.94942443371704
20,41177,1648,7315927,177.67022852563323
21,67760,2711,24480207,361.2781434474616
22,52254,2091,13541271,259.14324262257435
23,50941,2038,6909965,135.6464341100489
24,129683,5188,52925574,408.11497266411175
25,180504,7221,72174287,399.8486847936888
26,130537,5222,53956596,413.343312624007
27,2923,117,313875,107.3811152925077
28,140492,5620,54492109,387.8662770833927
29,97971,3919,40378862,412.15116718212533
30,67511,2701,16229978,240.40494141695427
31,167297,6692,6671049,39.87548491604751
32,60382,2416,18129321,300.24379782054257
33,216827,8674,62512474,288.30576450349815
34,203775,8151,271072214,1330.2525530609742
35,52394,2096,20636105,393.86389662938507
36,62124,2485,14662172,236.01461592943147
37,25787,1032,96243,3.73222941792376
39,49576,1984,1245947,25.13205986767791
40,26626,1066,5695875,213.9215428528506
41,31188,1248,7605769,243.86844299089393
42,172164,6887,4658259,27.057102530145674
43,6566,263,662067,100.83262260127931
44,9012,361,974153,108.0950954283178
45,15720,629,7335010,466.60368956743
46,90509,3621,65249575,720.9180854942603
47,3529,142,29269,8.293850949277415
48,42819,1713,838713,19.58740278848175
49,52708,2109,15879392,301.27100250436365
50,17752,711,3931738,221.48141054529066
51,206420,8257,110945684,537.4754578044763
54,172770,6911,193980904,1122.7696012039128
