Table Number,Players,Pages,Total KC,Average KC/Player
11,70590,2824,30696453,434.8555461113472
12,66546,2662,56753222,852.841973972891
13,312068,12483,81853307,262.29317648717586
14,28723,1149,907173,31.583504508581974
15,42715,1709,10152192,237.67276132506146
16,101005,4041,75042942,742.9626454135933
17,85066,3403,31448004,369.6894646509769
18,8062,323,816148,101.23393698834036
19,27826,1114,4655629,167.31219003809386
20,41981,1680,7450308,177.46856911459946
21,69357,2775,24988896,360.2937843332324
22,53538,2142,13894688,259.52945571369867
23,52073,2083,7076701,135.8996216849423
24,132417,5297,53963181,407.5245701080677
25,184438,7378,73574704,398.9129355122046
26,133334,5334,55014385,412.6058244708776
27,3113,125,333611,107.16704143912625
28,143766,5751,55750189,387.78423966723705
29,100815,4033,41598861,412.625710459753
30,69850,2794,16829565,240.9386542591267
31,173510,6941,6978597,40.22014293124315
32,61911,2477,18548574,299.60062024519067
33,221554,8863,63923603,288.52380458037317
34,208361,8335,277486398,1331.7578529571274
35,53797,2152,21177551,393.6567280703385
36,63775,2551,15068452,236.2752175617405
37,27084,1084,102498,3.7844483828090385
39,51027,2042,1282915,25.141885668371646
40,28089,1124,6089888,216.80686389689913
41,31785,1272,7762289,244.21233286141262
42,176576,7064,4781928,27.081415367886915
43,7224,289,721317,99.85008305647841
44,11417,457,1195910,104.74818253481651
45,16471,659,7687581,466.7343209276911
46,92700,3708,66847418,721.1156202804747
47,3688,148,30636,8.306941431670282
48,43868,1755,858433,19.56854654873712
49,53519,2141,16208757,302.8598628524449
50,18152,727,4024988,221.73799030409873
51,212650,8506,115779532,544.4605313896074
54,176978,7080,198581237,1122.067358654748
