Table Number,Players,Pages,Total KC,Average KC/Player
11,61912,2477,26967814,435.5829887582375
12,58117,2325,47064319,809.8201730990932
13,278721,11149,73483681,263.64601519081805
14,23426,938,732157,31.254033979339194
15,38881,1556,9218775,237.10231218332862
16,89716,3589,66900269,745.6893865085381
17,72768,2911,27187893,373.6242991424802
18,5051,203,455364,90.15323698277568
19,24282,972,4024728,165.74944403261676
20,38418,1537,6833370,177.86896767140402
21,62295,2492,22700260,364.39938999919735
22,48055,1923,12413554,258.3197169909479
23,46849,1874,6373034,136.033511921279
24,119446,4778,49264809,412.4441923547042
25,165755,6631,67146650,405.0957738831408
26,120116,4805,50247591,418.3255436411469
27,2404,97,253744,105.55074875207987
28,129211,5169,50038006,387.2580972208249
29,89030,3562,36841298,413.80768280354937
30,60747,2430,14661679,241.35642912407198
31,144593,5784,5688991,39.34485763487859
32,55630,2226,16815356,302.27136437174187
33,200841,8034,58004816,288.8096354827949
34,187621,7505,249447004,1329.526033866145
35,47671,1907,18843312,395.2783033710222
36,56894,2276,13384178,235.24761837803635
37,21423,857,77653,3.6247491014330393
39,44576,1784,1116988,25.058058147882267
40,21440,858,4432284,206.72966417910447
41,29219,1169,7100001,242.99260754988194
42,157281,6292,4253257,27.042408173905304
43,5402,217,554228,102.59681599407627
44,6233,250,615355,98.72533290550297
45,13715,549,6363069,463.9496172074371
46,82882,3316,59828069,721.846347819792
47,3114,125,25892,8.31470777135517
48,39367,1575,773951,19.659892803617243
49,49040,1962,14638198,298.49506525285483
50,16266,651,3591496,220.7977376121972
51,183570,7343,98174489,534.8068257340524
54,156693,6268,177301883,1131.5239544842464
