Table Number,Players,Pages,Total KC,Average KC/Player
11,63506,2541,27644800,435.310049444147
12,59522,2381,48564248,815.9041698867645
13,285489,11420,75239313,263.54540104872694
14,24404,977,763138,31.27102114407474
15,39684,1588,9412384,237.18334845277693
16,91642,3666,68251218,744.7591497348377
17,74719,2989,27870975,373.01054617968657
18,5219,209,474639,90.94443379957846
19,24880,996,4128777,165.94762861736334
20,39128,1566,6959258,177.858771212431
21,63516,2541,23095307,363.6140027709553
22,49008,1961,12655234,258.22792197192297
23,47880,1916,6509629,135.95716374269006
24,121847,4874,50133675,411.447758254204
25,169410,6777,68387973,403.6832123251284
26,122570,4903,51132310,417.1682303989557
27,2505,101,264339,105.52455089820359
28,131799,5272,51011766,387.0421323378781
29,91053,3643,37592548,412.8644635541937
30,62248,2490,15000524,240.98001542218225
31,149850,5994,5899947,39.37235235235235
32,56705,2269,17115985,301.8426064720924
33,204636,8186,59043121,288.52753669931
34,191583,7664,254558055,1328.7089929691049
35,48645,1946,19221198,395.132038236201
36,58062,2323,13650569,235.1033205883366
37,22378,896,81627,3.647645008490482
39,45788,1832,1148920,25.092163885734255
40,22630,906,4719330,208.5430844012373
41,29722,1189,7224616,243.07300989166274
42,160872,6435,4348043,27.02796633348252
43,5671,227,578702,102.04584729324634
44,6836,274,693483,101.44572849619661
45,14114,565,6559879,464.77816352557744
46,84660,3387,61066980,721.3203401842665
47,3187,128,26596,8.345152180734233
48,40163,1607,788749,19.638697308467993
49,49940,1998,14958057,299.52056467761315
50,16643,666,3676609,220.91023253019287
51,188866,7555,101542964,537.645547636949
54,160885,6436,181548170,1128.4344096715045
