Table Number,Players,Pages,Total KC,Average KC/Player
11,71123,2845,30917789,434.708729946712
12,67086,2684,57402133,855.6499567719047
13,313826,12554,82237912,262.0493904265421
14,29022,1161,917582,31.616773482185927
15,42985,1720,10217777,237.70564150284983
16,101664,4067,75551193,743.145980878187
17,85806,3433,31711898,369.5766962683262
18,8244,330,839240,101.80009704027171
19,28084,1124,4698591,167.30490670844608
20,42178,1688,7482523,177.4034567784153
21,69770,2791,25125991,360.12599971334384
22,53846,2154,13983832,259.7004791442261
23,52360,2095,7114355,135.87385408708937
24,133087,5324,54234044,407.5082014020904
25,185437,7418,73945583,398.7639090364922
26,134016,5361,55287413,412.54337541786055
27,3159,127,338459,107.1411839189617
28,144614,5785,56114332,388.0283513352787
29,101622,4065,41917197,412.4815197496605
30,70782,2832,17063065,241.06503065751178
31,175159,7007,7062952,40.32308930742925
32,62279,2492,18653434,299.5140255945022
33,222748,8910,64310031,288.71204679727765
34,209583,8384,279248307,1332.3996077926167
35,54174,2167,21325149,393.6417654225274
36,64215,2569,15179614,236.3873549793662
37,27456,1099,104206,3.7953817016317015
39,51443,2058,1294046,25.154948195089712
40,28524,1141,6204668,217.52447062123125
41,31948,1278,7800907,244.175128333542
42,177657,7107,4813407,27.093821239804793
43,7412,297,739171,99.72625472207231
44,12023,481,1265999,105.2980953173085
45,16678,668,7781733,466.5867010432906
46,93313,3733,67279343,721.0071801356725
47,3739,150,31072,8.310243380583044
48,44154,1767,863801,19.563369117180777
49,53781,2152,16270619,302.5347055651624
50,18276,732,4052497,221.73872838695556
51,214340,8574,117157944,546.5986003545769
54,178192,7128,199828792,1121.4240369938045
