Table Number,Players,Pages,Total KC,Average KC/Player
11,76718,3069,33415164,435.55833050913736
12,73003,2921,64456158,882.9247839129898
13,331951,13279,87296945,262.98141894436225
14,33304,1333,1056236,31.71498919048763
15,45978,1840,11001548,239.278524511723
16,108996,4360,81106452,744.123197181548
17,93077,3724,34517063,370.84417202960987
18,10271,411,1100550,107.15120241456528
19,30962,1239,5213377,168.37985272269233
20,44988,1800,7940938,176.51235885124922
21,74968,2999,26746304,356.76960836623624
22,57624,2305,15031511,260.8550430376232
23,56323,2253,7653423,135.8845054418266
24,140953,5639,57144361,405.41429412641094
25,196949,7878,77903839,395.5533615301423
26,141978,5680,58266151,410.38858837284647
27,4020,161,416472,103.6
28,154189,6168,60373663,391.5562264493576
29,110284,4412,45780443,415.11409633310365
30,78852,3155,19240437,244.006962410592
31,192414,7697,7991726,41.53401519639943
32,66846,2674,19933730,298.2037818268857
33,236482,9460,68518138,289.73933745485914
34,223105,8925,298884220,1339.6572017659846
35,58505,2341,23055884,394.0839928211264
36,69376,2776,16494497,237.75508821494466
37,31711,1269,124233,3.917662640724039
39,56254,2251,1420352,25.248906744409286
40,34012,1361,7537388,221.6096671762907
41,33905,1357,8282204,244.2767733372659
42,190487,7620,5187353,27.232057830718105
43,8911,357,881118,98.87981146897093
44,15879,636,1841245,115.95472007053341
45,18929,758,8856527,467.8813989117227
46,99983,4000,72280472,722.9276176950082
47,4351,175,36227,8.326131923695701
48,47572,1903,928926,19.526738417556547
49,56909,2277,17406877,305.8721291887048
50,19876,796,4406883,221.71880660092575
51,232501,9301,134201690,577.2090872727429
54,190241,7610,213369456,1121.574508123906
