Table Number,Players,Pages,Total KC,Average KC/Player
11,64009,2561,27855814,435.1858957334125
12,59988,2400,49039542,817.489197839568
13,287222,11489,75670771,263.4574336227726
14,24691,988,772678,31.293912761735044
15,39883,1596,9461307,237.22656269588546
16,92203,3689,68671661,744.7877075583224
17,75378,3016,28085931,372.6011701026825
18,5284,212,481147,91.05734292202877
19,25039,1002,4156586,166.00447302208553
20,39316,1573,6993897,177.88933258724182
21,63898,2556,23220485,363.399245672791
22,49307,1973,12729647,258.1711927312552
23,48186,1928,6550776,135.94770265222263
24,122581,4904,50394254,411.10982941891484
25,170392,6816,68746107,403.4585367857646
26,123310,4933,51395468,416.79886465006894
27,2544,102,268060,105.36949685534591
28,132580,5304,51318399,387.074966058229
29,91654,3667,37819239,412.63053440111725
30,62676,2508,15098564,240.898653392048
31,151365,6055,5962622,39.392343011924815
32,57052,2283,17214148,301.7273364649793
33,205713,8229,59350517,288.5112608342691
34,192721,7709,256045706,1328.5822821591835
35,48958,1959,19339944,395.0313329792884
36,58446,2338,13746506,235.2001163467132
37,22639,906,82786,3.6567869605547947
39,46109,1845,1157592,25.105554230193672
40,23002,921,4799042,208.63585775149986
41,29873,1195,7264226,243.170287550631
42,161890,6476,4375272,27.026202977330286
43,5744,230,585867,101.99634401114206
44,7036,282,716315,101.80713473564525
45,14246,570,6624234,464.9890495577706
46,85192,3408,61447204,721.2790402854728
47,3204,129,26816,8.369538077403245
48,40402,1617,793295,19.63504281966239
49,50185,2008,15043954,299.7699312543589
50,16732,670,3696052,220.89720296437963
51,190422,7617,102513233,538.3476331516316
54,161509,6461,182281085,1128.6125540991525
