Table Number,Players,Pages,Total KC,Average KC/Player
11,65756,2631,28592878,434.8329886246122
12,61601,2465,50854735,825.5504780766546
13,293834,11754,77478150,263.6800029948883
14,25694,1028,806067,31.37179886354791
15,40648,1626,9648923,237.37755855146625
16,94386,3776,70218957,743.9552158159049
17,77971,3119,28940529,371.1704223365097
18,5884,236,534751,90.88222297756629
19,25733,1030,4275445,166.1463879065791
20,39994,1600,7117530,177.96494474171126
21,65334,2614,23706144,362.84544035264946
22,50332,2014,12996498,258.21540967972663
23,49201,1969,6680077,135.7711631877401
24,125160,5007,51317381,410.0142297858741
25,174127,6966,70013582,402.08343335611363
26,125930,5038,52330858,415.5551338044946
27,2667,107,282861,106.05961754780652
28,135412,5417,52434115,387.2191164741677
29,93787,3752,38690475,412.5355859554096
30,64357,2575,15487819,240.65476948894448
31,157185,6288,6205330,39.47787638769603
32,58229,2330,17541085,301.2431091037112
33,209658,8387,60473626,288.439391771361
34,196665,7867,261415135,1329.2407647522436
35,50188,2008,19792704,394.3712441221009
36,59731,2390,14070327,235.56155095344127
37,23751,951,87394,3.679592438213128
39,47390,1896,1189686,25.104156995146656
40,24281,972,5104530,210.22733824801284
41,30336,1214,7394948,243.76806434599155
42,165579,6624,4476296,27.034201197011697
43,6064,243,614026,101.2575857519789
44,7810,313,810339,103.75659411011523
45,14790,592,6881904,465.3079107505071
46,87108,3485,62824056,721.2202782752445
47,3314,133,27763,8.37748943874472
48,41286,1652,809858,19.615801966768394
49,51076,2044,15350285,300.5381196648132
50,17097,684,3789238,221.63174825992866
51,196412,7857,106425480,541.8481559171537
54,166076,6644,187150486,1126.896637683952
