Table Number,Players,Pages,Total KC,Average KC/Player
11,72882,2916,31707450,435.05186465794026
12,69022,2761,59744438,865.585436527484
13,319726,12790,83821202,262.1657356611599
14,30309,1213,959160,31.64604572899139
15,43937,1758,10456911,237.9978378132326
16,104129,4166,77373243,743.0518203382343
17,88237,3530,32647834,370.00163196844863
18,8899,356,922720,103.6880548376222
19,28996,1160,4858335,167.55190371085666
20,43013,1721,7616259,177.06876990677236
21,71497,2860,25669906,359.0347287298768
22,55060,2203,14319975,260.0794587722485
23,53531,2142,7266106,135.7364144140778
24,135621,5425,55185365,406.9087014547894
25,189243,7570,75242920,397.5994884883457
26,136626,5466,56265716,411.82290340052407
27,3399,136,361619,106.3898205354516
28,147698,5908,57317780,388.0741783910412
29,104356,4175,43124431,413.2434263482694
30,73493,2940,17794130,242.1200658566122
31,180733,7230,7356775,40.70521155516701
32,63716,2549,19047892,298.94990269320107
33,227200,9088,65615822,288.80203345070424
34,214086,8564,285663914,1334.3418719579981
35,55584,2224,21871181,393.47979634427173
36,65837,2634,15598829,236.93104181539255
37,28855,1155,110537,3.83077456246751
39,52810,2113,1330465,25.193429274758568
40,30154,1207,6603027,218.97681899582145
41,32459,1299,7918137,243.9427277488524
42,181903,7277,4935666,27.133505219814957
43,7909,317,788498,99.69629535971679
44,13479,540,1477592,109.62178203130796
45,17377,696,8117072,467.1158427806871
46,95612,3825,68910434,720.7299711333305
47,3931,158,32330,8.22437038921394
48,45192,1808,883472,19.549300761196672
49,54743,2190,16618120,303.56611804248945
50,18739,750,4157209,221.84796413896152
51,220290,8812,122409115,555.6725906759272
54,181877,7276,203864825,1120.8939283141904
