Table Number,Players,Pages,Total KC,Average KC/Player
11,55858,2235,24507837,438.75249740413193
12,53066,2123,41921577,789.9893905702332
13,253119,10125,67021639,264.783121772763
14,20045,802,618112,30.836218508356197
15,35699,1428,8474279,237.38141124401244
16,82565,3303,61966937,750.5230666747411
17,66100,2644,25011507,378.38891074130106
18,4582,184,405993,88.60606721955477
19,22149,886,3667427,165.5798004424579
20,35691,1428,6351675,177.9629318315542
21,57411,2297,21053193,366.7100904007943
22,44157,1767,11456673,259.45315578503977
23,42812,1713,5832424,136.2333925067738
24,109763,4391,45902483,418.1963229867988
25,151691,6068,62411159,411.43613661983903
26,110407,4417,46830755,424.1647268742018
27,2078,84,220897,106.30269489894128
28,119533,4782,46512406,389.11769971472313
29,81503,3261,33906979,416.02123848201904
30,55195,2208,13312977,241.19896729776247
31,128954,5159,5045248,39.12440094917567
32,51459,2059,15636662,303.86641792495
33,185553,7423,53860473,290.2700198865014
34,173376,6936,230990993,1332.312390411591
35,43730,1750,17332794,396.35934141321746
36,51966,2079,12262089,235.96368779586652
37,18192,728,64357,3.5376539138082674
39,40265,1611,1004275,24.941636657146404
40,16982,680,3368954,198.38381816040513
41,27390,1096,6680032,243.88579773640015
42,144593,5784,3910383,27.044068523372502
43,4314,173,448943,104.06652758460825
44,3734,150,339291,90.86529191215854
45,12402,497,5740724,462.8869537171424
46,76744,3070,55539268,723.695246533931
47,2835,114,23547,8.305820105820105
48,36497,1460,720543,19.742526783023262
49,45569,1823,13552989,297.4168623406263
50,14907,597,3277586,219.86892064130944
51,164531,6582,87061747,529.1510232114313
54,141802,5673,160949512,1135.0299149518341
