Table Number,Players,Pages,Total KC,Average KC/Player
11,74768,2991,32562607,435.51528728867964
12,71095,2844,62164822,874.3909135663549
13,325939,13038,85735341,263.0410628982724
14,31733,1270,1004820,31.66482841206315
15,44994,1800,10737586,238.6448415344268
16,106602,4265,79234884,743.2776495750549
17,90787,3632,33603642,370.13715620077767
18,9592,384,1012611,105.56828607172643
19,29894,1196,5024047,168.06205258580317
20,43939,1758,7770251,176.84178065044722
21,73288,2932,26217386,357.7309518611505
22,56312,2253,14702498,261.08996306293506
23,54889,2196,7454386,135.80837690611963
24,138401,5537,56177593,405.9045310366255
25,193208,7729,76586582,396.3944660676577
26,139376,5576,57281471,410.98518396280565
27,3692,148,386734,104.74918743228602
28,151033,6042,58849094,389.64394536293395
29,107350,4294,44426415,413.84643688868186
30,76233,3050,18523996,242.99182768617266
31,186487,7460,7670889,41.133639342152534
32,65276,2612,19477374,298.38491941908205
33,231874,9275,67041007,289.1268835660747
34,218587,8744,292314359,1337.2906851734092
35,57079,2284,22477217,393.791359344067
36,67593,2704,16042911,237.34574586125783
37,30254,1211,117234,3.874991736629867
39,54436,2178,1374365,25.247354691748107
40,31972,1279,7035573,220.05420367821844
41,33151,1327,8094553,244.17221199963802
42,186251,7451,5062036,27.178570853310855
43,8364,335,831943,99.46712099473936
44,14663,587,1660624,113.25267680556503
45,18158,727,8480969,467.0651503469545
46,97851,3915,70600485,721.5101020940001
47,4151,167,34309,8.265237292218742
48,46379,1856,906181,19.538605834537183
49,55823,2233,16993729,304.4216362431256
50,19292,772,4280791,221.894619531412
51,226518,9061,127512245,562.9232334737195
54,186159,7447,209228876,1123.9256549508752
