Table Number,Players,Pages,Total KC,Average KC/Player
11,82520,3301,35989186,436.126829859428
12,77917,3117,70296174,902.1930259121887
13,346983,13880,92745430,267.290991201298
14,37706,1509,1200608,31.841298467087466
15,48479,1940,11677550,240.8785247220446
16,115872,4635,86456007,746.1337251449876
17,98394,3936,36723039,373.2243734374047
18,11724,469,1290827,110.10124530876834
19,33571,1343,5668910,168.86330463793155
20,47520,1901,8372098,176.18051346801346
21,79669,3187,28246911,354.5533519938746
22,61397,2456,16122375,262.592227633272
23,59880,2396,8115332,135.52658650634604
24,147780,5912,59606653,403.34722560563
25,206877,8276,81296539,392.9704075368456
26,148864,5955,60785405,408.3284407244196
27,4832,194,500905,103.66411423841059
28,162230,6490,64424898,397.120742156198
29,118652,4747,49838102,420.03592016990865
30,85322,3413,21095030,247.24021940413962
31,208647,8346,8851372,42.422713961859024
32,70367,2815,20993312,298.34030156181166
33,248585,9944,72531792,291.7786350745218
34,234877,9396,315969816,1345.2565214984863
35,62542,2502,24708829,395.0757730804899
36,74264,2971,17791023,239.56456695033933
37,35159,1407,141272,4.018089251685201
39,61022,2441,1546239,25.339041657107273
40,38809,1553,8767902,225.92445051405602
41,35725,1429,8754812,245.06121763470958
42,201764,8071,5514000,27.32895858527785
43,10133,406,993438,98.039869732557
44,18542,742,2244649,121.05754503289829
45,20679,828,9772411,472.5765752695972
46,105862,4235,76663830,724.1864880693734
47,4860,195,41252,8.4880658436214
48,50477,2020,986479,19.543138459100184
49,59200,2368,18307899,309.25505067567565
50,21277,852,4745262,223.02307656154534
51,247964,9919,153884702,620.5929167137165
54,200453,8019,227355087,1134.206457374048
