Table Number,Players,Pages,Total KC,Average KC/Player
11,77101,3085,33582721,435.56790443703716
12,73385,2936,64888807,884.2243919057028
13,333069,13323,87688213,263.27341481795065
14,33543,1342,1064674,31.740571803356886
15,46058,1843,11032664,239.53849494116113
16,109448,4378,81462921,744.3070773335282
17,93508,3741,34678107,370.85711382983277
18,10397,416,1115405,107.28142733480811
19,31156,1247,5250660,168.52805238156375
20,45160,1807,7968764,176.45624446412754
21,75251,3011,26840610,356.6811072278109
22,57874,2315,15092877,260.7885579016484
23,56580,2264,7686130,135.8453517143867
24,141471,5659,57313227,405.1235023432364
25,197664,7907,78136339,395.29878480654037
26,142489,5700,58435571,410.10583974903324
27,4081,164,421809,103.3592256799804
28,154781,6192,60669700,391.9712367797081
29,110838,4434,46049247,415.46443458019814
30,79322,3173,19376018,244.2704167822294
31,193607,7745,8053371,41.59648669727851
32,67112,2685,20014998,298.23277506258194
33,237284,9492,68804799,289.9681352303569
34,223935,8958,300130053,1340.2552213812044
35,58771,2351,23168740,394.2206190127784
36,69683,2788,16580411,237.9405450396797
37,31994,1280,125599,3.925704819653685
39,56545,2262,1428068,25.255424882836678
40,34376,1376,7630360,221.967651850128
41,34046,1362,8316832,244.28220642659932
42,191379,7656,5212396,27.235987229528842
43,9008,361,890254,98.82926287744228
44,16094,644,1873895,116.43438548527402
45,19065,763,8927339,468.2580120639916
46,100433,4018,72596534,722.8354624476019
47,4382,176,36585,8.34892743039708
48,47759,1911,932786,19.531104085093908
49,56918,2277,17440749,306.4188657366738
50,19949,798,4425408,221.83608200912326
51,233664,9347,135646957,580.5214196453027
54,191318,7653,214495410,1121.145997762887
