Table Number,Players,Pages,Total KC,Average KC/Player
11,75631,3026,32949734,435.66439687429755
12,71998,2880,63242436,878.3915664324009
13,328831,13154,86510296,263.084368566224
14,32494,1300,1029738,31.690096633224595
15,45499,1820,10870281,238.91252555001208
16,107722,4309,80122853,743.7928464009209
17,91908,3677,34047607,370.45313792052923
18,9903,397,1055145,106.54801575280219
19,30418,1217,5112411,168.0718982181603
20,44452,1779,7850821,176.61344821380365
21,74079,2964,26468171,357.2965482795394
22,56906,2277,14838483,260.7542789863986
23,55576,2224,7545489,135.76883906722327
24,139594,5584,56631183,405.6849363153144
25,194998,7800,77208436,395.9447584077785
26,140623,5625,57743741,410.62799826486423
27,3851,155,400766,104.06803427681122
28,152589,6104,59558453,390.31943980234485
29,108746,4350,45053666,414.3018225957736
30,77433,3098,18843317,243.3499541539137
31,189350,7574,7823406,41.31716926326908
32,65968,2639,19683212,298.37515158864903
33,234063,9363,67750930,289.45595843854005
34,220719,8829,295400196,1338.354178842782
35,57792,2312,22749993,393.6529796511628
36,68433,2738,16257115,237.56250639311443
37,30924,1237,120518,3.8972319234251716
39,55310,2213,1396323,25.245398662086423
40,32874,1315,7259747,220.83552351402324
41,33533,1342,8188597,244.195180866609
42,188286,7532,5120747,27.19664234196913
43,8590,344,853054,99.30779976717113
44,15206,609,1744248,114.70787846902539
45,18546,742,8661367,467.02075919335704
46,98868,3955,71392068,722.0947930574099
47,4235,170,35227,8.31806375442739
48,46935,1878,916839,19.534228187919464
49,56376,2256,17195196,305.0091528309919
50,19586,784,4341650,221.671091596038
51,229334,9174,130754075,570.1469254449842
54,188345,7534,211735805,1124.1912713371737
